subject,oddballtype,recall,direction,wordposition,CRP
19,P,Remembered,Forwards,2,0.117647058823529
20,P,Remembered,Forwards,2,0.0153846153846154
21,P,Remembered,Forwards,2,0.102564102564103
22,P,Remembered,Forwards,2,0.137254901960784
23,P,Remembered,Forwards,2,0.0588235294117647
24,P,Remembered,Forwards,2,0.169230769230769
25,P,Remembered,Forwards,2,0.147540983606557
26,P,Remembered,Forwards,2,0.136363636363636
27,P,Remembered,Forwards,2,0.0704225352112676
28,P,Remembered,Forwards,2,0.104166666666667
29,P,Remembered,Forwards,2,0.0625
30,P,Remembered,Forwards,2,0.125
31,P,Remembered,Forwards,2,0.0892857142857143
32,P,Remembered,Forwards,2,0.12
33,P,Remembered,Forwards,2,0.157894736842105
34,P,Remembered,Forwards,2,0.140625
35,P,Remembered,Forwards,2,0.214285714285714
36,P,Remembered,Forwards,2,0.203125
37,P,Remembered,Forwards,2,0.125
38,P,Remembered,Forwards,2,0.0645161290322581
39,P,Remembered,Forwards,2,0.150943396226415
40,P,Remembered,Forwards,2,0.177215189873418
41,P,Remembered,Forwards,2,0.0943396226415094
42,P,Remembered,Forwards,2,0.170731707317073
43,P,Remembered,Forwards,2,0.0895522388059701
44,P,Remembered,Forwards,2,0.133333333333333
45,P,Remembered,Forwards,2,0.170212765957447
46,P,Remembered,Forwards,2,0.0945945945945946
47,P,Remembered,Forwards,2,0.102564102564103
48,P,Remembered,Forwards,2,0.108695652173913
49,P,Remembered,Forwards,2,0.0677966101694915
50,P,Remembered,Forwards,2,0.0892857142857143
51,P,Remembered,Forwards,2,0.126582278481013
52,P,Remembered,Forwards,2,0.0857142857142857
53,P,Remembered,Forwards,2,0.131147540983607
54,P,Remembered,Forwards,2,0.129032258064516
55,P,Remembered,Forwards,2,0.121212121212121
56,P,Remembered,Forwards,2,0.112903225806452
57,P,Remembered,Forwards,2,0.0833333333333333
58,P,Remembered,Forwards,2,0.0789473684210526
59,P,Remembered,Forwards,2,0.04
60,P,Remembered,Forwards,2,0.148936170212766
61,P,Remembered,Forwards,2,0.0517241379310345
62,P,Remembered,Forwards,2,0.0454545454545455
63,P,Remembered,Forwards,2,0.175
64,P,Remembered,Forwards,2,0.0983606557377049
65,P,Remembered,Forwards,2,0.06
66,P,Remembered,Forwards,2,0.166666666666667
67,P,Remembered,Forwards,2,0.11864406779661
68,P,Remembered,Forwards,2,0.0566037735849057
69,P,Remembered,Forwards,2,0.118421052631579
70,P,Remembered,Forwards,2,0.152173913043478
71,P,Remembered,Forwards,2,0.115384615384615
72,P,Remembered,Forwards,2,0.12
73,P,Remembered,Forwards,2,0.157407407407407
74,P,Remembered,Forwards,2,0.106382978723404
75,P,Remembered,Forwards,2,0.0447761194029851
4,P,Remembered,Forwards,3,0.0714285714285714
5,P,Remembered,Forwards,3,0.06
6,P,Remembered,Forwards,3,0.0851063829787234
7,P,Remembered,Forwards,3,0.106382978723404
9,P,Remembered,Forwards,3,0.109090909090909
10,P,Remembered,Forwards,3,0.0638297872340425
11,P,Remembered,Forwards,3,0.103448275862069
12,P,Remembered,Forwards,3,0.0652173913043478
14,P,Remembered,Forwards,3,0.134328358208955
15,P,Remembered,Forwards,3,0.0740740740740741
16,P,Remembered,Forwards,3,0.131578947368421
17,P,Remembered,Forwards,3,0.16
18,P,Remembered,Forwards,3,0.0862068965517241
19,P,Remembered,Forwards,3,0.137931034482759
20,P,Remembered,Forwards,3,0.0615384615384615
21,P,Remembered,Forwards,3,0.032258064516129
22,P,Remembered,Forwards,3,0.11340206185567
23,P,Remembered,Forwards,3,0.133333333333333
24,P,Remembered,Forwards,3,0.137931034482759
25,P,Remembered,Forwards,3,0.0566037735849057
26,P,Remembered,Forwards,3,0.189655172413793
27,P,Remembered,Forwards,3,0.0298507462686567
28,P,Remembered,Forwards,3,0.0930232558139535
29,P,Remembered,Forwards,3,0.102564102564103
30,P,Remembered,Forwards,3,0.111111111111111
31,P,Remembered,Forwards,3,0.12962962962963
32,P,Remembered,Forwards,3,0.0444444444444444
33,P,Remembered,Forwards,3,0.170731707317073
34,P,Remembered,Forwards,3,0.103448275862069
35,P,Remembered,Forwards,3,0.0875
36,P,Remembered,Forwards,3,0.0689655172413793
37,P,Remembered,Forwards,3,0.101694915254237
38,P,Remembered,Forwards,3,0.166666666666667
39,P,Remembered,Forwards,3,0.170212765957447
40,P,Remembered,Forwards,3,0.0897435897435897
41,P,Remembered,Forwards,3,0.125
42,P,Remembered,Forwards,3,0.106666666666667
43,P,Remembered,Forwards,3,0.127272727272727
44,P,Remembered,Forwards,3,0.162790697674419
45,P,Remembered,Forwards,3,0.0454545454545455
46,P,Remembered,Forwards,3,0.0757575757575758
47,P,Remembered,Forwards,3,0.117647058823529
48,P,Remembered,Forwards,3,0.075
49,P,Remembered,Forwards,3,0.115384615384615
50,P,Remembered,Forwards,3,0.176470588235294
51,P,Remembered,Forwards,3,0.078125
52,P,Remembered,Forwards,3,0.0967741935483871
53,P,Remembered,Forwards,3,0.1
54,P,Remembered,Forwards,3,0.0847457627118644
55,P,Remembered,Forwards,3,0.107142857142857
56,P,Remembered,Forwards,3,0.0769230769230769
57,P,Remembered,Forwards,3,0.125
58,P,Remembered,Forwards,3,0.129032258064516
59,P,Remembered,Forwards,3,0.269230769230769
60,P,Remembered,Forwards,3,0.13953488372093
61,P,Remembered,Forwards,3,0.111111111111111
62,P,Remembered,Forwards,3,0.0952380952380952
63,P,Remembered,Forwards,3,0.125
64,P,Remembered,Forwards,3,0.101694915254237
65,P,Remembered,Forwards,3,0.159090909090909
66,P,Remembered,Forwards,3,0.0333333333333333
67,P,Remembered,Forwards,3,0.12
68,P,Remembered,Forwards,3,0.0638297872340425
69,P,Remembered,Forwards,3,0.142857142857143
70,P,Remembered,Forwards,3,0.0769230769230769
71,P,Remembered,Forwards,3,0.0666666666666667
72,P,Remembered,Forwards,3,0.1
73,P,Remembered,Forwards,3,0.108910891089109
74,P,Remembered,Forwards,3,0.232558139534884
75,P,Remembered,Forwards,3,0.0882352941176471
4,P,Remembered,Forwards,4,0.147058823529412
5,P,Remembered,Forwards,4,0.0888888888888889
6,P,Remembered,Forwards,4,0.0540540540540541
7,P,Remembered,Forwards,4,0.105263157894737
9,P,Remembered,Forwards,4,0.0961538461538462
10,P,Remembered,Forwards,4,0.170731707317073
11,P,Remembered,Forwards,4,0.0779220779220779
12,P,Remembered,Forwards,4,0.217391304347826
14,P,Remembered,Forwards,4,0.15625
15,P,Remembered,Forwards,4,0.0892857142857143
16,P,Remembered,Forwards,4,0.0540540540540541
17,P,Remembered,Forwards,4,0.133333333333333
18,P,Remembered,Forwards,4,0.0961538461538462
19,P,Remembered,Forwards,4,0.148148148148148
20,P,Remembered,Forwards,4,0.107142857142857
21,P,Remembered,Forwards,4,0.176470588235294
22,P,Remembered,Forwards,4,0.0777777777777778
23,P,Remembered,Forwards,4,0.133333333333333
24,P,Remembered,Forwards,4,0.0769230769230769
25,P,Remembered,Forwards,4,0.195652173913043
26,P,Remembered,Forwards,4,0.0392156862745098
27,P,Remembered,Forwards,4,0.0555555555555556
28,P,Remembered,Forwards,4,0.225
29,P,Remembered,Forwards,4,0.131578947368421
30,P,Remembered,Forwards,4,0.0925925925925926
31,P,Remembered,Forwards,4,0.0238095238095238
32,P,Remembered,Forwards,4,0.1
33,P,Remembered,Forwards,4,0.0303030303030303
34,P,Remembered,Forwards,4,0.111111111111111
35,P,Remembered,Forwards,4,0.0789473684210526
36,P,Remembered,Forwards,4,0.0384615384615385
37,P,Remembered,Forwards,4,0.111111111111111
38,P,Remembered,Forwards,4,0.166666666666667
39,P,Remembered,Forwards,4,0.0487804878048781
40,P,Remembered,Forwards,4,0.0945945945945946
41,P,Remembered,Forwards,4,0.108695652173913
42,P,Remembered,Forwards,4,0.117647058823529
43,P,Remembered,Forwards,4,0.1
44,P,Remembered,Forwards,4,0.0731707317073171
45,P,Remembered,Forwards,4,0.146341463414634
46,P,Remembered,Forwards,4,0.0508474576271186
47,P,Remembered,Forwards,4,0.0333333333333333
48,P,Remembered,Forwards,4,0.159090909090909
49,P,Remembered,Forwards,4,0.166666666666667
50,P,Remembered,Forwards,4,0.113636363636364
51,P,Remembered,Forwards,4,0.0634920634920635
52,P,Remembered,Forwards,4,0.153846153846154
53,P,Remembered,Forwards,4,0.0961538461538462
54,P,Remembered,Forwards,4,0.166666666666667
55,P,Remembered,Forwards,4,0.0416666666666667
56,P,Remembered,Forwards,4,0.132075471698113
57,P,Remembered,Forwards,4,0
58,P,Remembered,Forwards,4,0.0357142857142857
59,P,Remembered,Forwards,4,0
60,P,Remembered,Forwards,4,0.111111111111111
61,P,Remembered,Forwards,4,0.127272727272727
62,P,Remembered,Forwards,4,0.117647058823529
63,P,Remembered,Forwards,4,0.0945945945945946
64,P,Remembered,Forwards,4,0.109090909090909
65,P,Remembered,Forwards,4,0.121951219512195
66,P,Remembered,Forwards,4,0.0535714285714286
67,P,Remembered,Forwards,4,0.0784313725490196
68,P,Remembered,Forwards,4,0.106382978723404
69,P,Remembered,Forwards,4,0.0933333333333333
70,P,Remembered,Forwards,4,0.184210526315789
71,P,Remembered,Forwards,4,0.214285714285714
72,P,Remembered,Forwards,4,0.0952380952380952
73,P,Remembered,Forwards,4,0.122222222222222
74,P,Remembered,Forwards,4,0.05
75,P,Remembered,Forwards,4,0.0833333333333333
4,P,Remembered,Forwards,5,0.181818181818182
5,P,Remembered,Forwards,5,0.1
6,P,Remembered,Forwards,5,0.105263157894737
7,P,Remembered,Forwards,5,0.0909090909090909
9,P,Remembered,Forwards,5,0.0930232558139535
10,P,Remembered,Forwards,5,0.0810810810810811
11,P,Remembered,Forwards,5,0.104477611940299
12,P,Remembered,Forwards,5,0.0476190476190476
14,P,Remembered,Forwards,5,0.0967741935483871
15,P,Remembered,Forwards,5,0.0625
16,P,Remembered,Forwards,5,0.0294117647058824
17,P,Remembered,Forwards,5,0.0476190476190476
18,P,Remembered,Forwards,5,0.104166666666667
19,P,Remembered,Forwards,5,0.02
20,P,Remembered,Forwards,5,0.134615384615385
21,P,Remembered,Forwards,5,0.0333333333333333
22,P,Remembered,Forwards,5,0.0963855421686747
23,P,Remembered,Forwards,5,0.0666666666666667
24,P,Remembered,Forwards,5,0.1
25,P,Remembered,Forwards,5,0.0465116279069767
26,P,Remembered,Forwards,5,0.0869565217391304
27,P,Remembered,Forwards,5,0.0862068965517241
28,P,Remembered,Forwards,5,0.0256410256410256
29,P,Remembered,Forwards,5,0.0833333333333333
30,P,Remembered,Forwards,5,0.0784313725490196
31,P,Remembered,Forwards,5,0.119047619047619
32,P,Remembered,Forwards,5,0.0731707317073171
33,P,Remembered,Forwards,5,0.0909090909090909
34,P,Remembered,Forwards,5,0.145833333333333
35,P,Remembered,Forwards,5,0.0972222222222222
36,P,Remembered,Forwards,5,0.0217391304347826
37,P,Remembered,Forwards,5,0.136363636363636
38,P,Remembered,Forwards,5,0.0888888888888889
39,P,Remembered,Forwards,5,0.05
40,P,Remembered,Forwards,5,0.0138888888888889
41,P,Remembered,Forwards,5,0.0975609756097561
42,P,Remembered,Forwards,5,0.137931034482759
43,P,Remembered,Forwards,5,0.106382978723404
44,P,Remembered,Forwards,5,0.105263157894737
45,P,Remembered,Forwards,5,0.0333333333333333
46,P,Remembered,Forwards,5,0.0943396226415094
47,P,Remembered,Forwards,5,0.09375
48,P,Remembered,Forwards,5,0.0789473684210526
49,P,Remembered,Forwards,5,0.109090909090909
50,P,Remembered,Forwards,5,0.0476190476190476
51,P,Remembered,Forwards,5,0.12280701754386
52,P,Remembered,Forwards,5,0.111111111111111
53,P,Remembered,Forwards,5,0.0612244897959184
54,P,Remembered,Forwards,5,0.075
55,P,Remembered,Forwards,5,0.0227272727272727
56,P,Remembered,Forwards,5,0.12
57,P,Remembered,Forwards,5,0
58,P,Remembered,Forwards,5,0
59,P,Remembered,Forwards,5,0
60,P,Remembered,Forwards,5,0.0294117647058824
61,P,Remembered,Forwards,5,0.177777777777778
62,P,Remembered,Forwards,5,0.0625
63,P,Remembered,Forwards,5,0.072463768115942
64,P,Remembered,Forwards,5,0.0377358490566038
65,P,Remembered,Forwards,5,0.0857142857142857
66,P,Remembered,Forwards,5,0.0784313725490196
67,P,Remembered,Forwards,5,0.125
68,P,Remembered,Forwards,5,0.0731707317073171
69,P,Remembered,Forwards,5,0.0983606557377049
70,P,Remembered,Forwards,5,0.03125
71,P,Remembered,Forwards,5,0.142857142857143
72,P,Remembered,Forwards,5,0.0810810810810811
73,P,Remembered,Forwards,5,0.0574712643678161
74,P,Remembered,Forwards,5,0.102564102564103
75,P,Remembered,Forwards,5,0.0983606557377049
