subject,word,recall,wordposition,valencemean,valencesd,arousalmean,arousalsd
48,ceguera,0,E,2.75,1.33,6.95,1.39
48,tobillo,1,Em1,NaN,NaN,NaN,NaN
48,amputacion,1,E,2.1,1.17,7.1,1.45
48,historia,0,Em1,NaN,NaN,NaN,NaN
48,crimen,0,E,2.15,1.17,7.9,1.17
48,contrato,0,Em1,NaN,NaN,NaN,NaN
48,violacion,0,E,1.18,0.5,8.13,1.11
48,concierto,0,Em1,NaN,NaN,NaN,NaN
48,terrorista,1,E,1.5,0.88,7.6,1.39
48,ventilaci�n,0,Em1,NaN,NaN,NaN,NaN
48,asfixia,1,E,1.3,0.57,8,1.21
48,ventana,1,Em1,NaN,NaN,NaN,NaN
48,suicida,1,E,2.15,1.39,7.65,1.04
48,cr�neo,1,Em1,NaN,NaN,NaN,NaN
48,tumor,1,E,1.33,0.69,7.45,1.05
48,casillero,0,Em1,NaN,NaN,NaN,NaN
48,morgue,1,E,2.9,1.95,6.17,1.93
48,ocupaci�n,1,Em1,NaN,NaN,NaN,NaN
48,asesino,1,E,2.03,1.27,7.6,1.73
48,congregaci�n,1,Em1,NaN,NaN,NaN,NaN
48,masacre,0,E,1.3,0.57,6.9,2.15
48,alimento,1,Em1,NaN,NaN,NaN,NaN
48,hambruna,0,E,1.95,1.31,7.35,1.18
48,nervio,0,Em1,NaN,NaN,NaN,NaN
48,sufrimiento,0,E,1.95,1.15,8.3,0.86
48,intercambio,0,Em1,NaN,NaN,NaN,NaN
48,sida,1,E,1.45,0.69,7.35,1.46
48,colega,1,Em1,NaN,NaN,NaN,NaN
48,traidor,0,E,2.25,1.24,7.15,1.76
48,destello,0,Em1,NaN,NaN,NaN,NaN
48,cancer,1,E,1.23,0.73,7.8,1.24
49,tr�fico,0,Em1,NaN,NaN,NaN,NaN
49,terrorista,1,E,1.5,0.88,7.6,1.39
49,pasaporte,1,Em1,NaN,NaN,NaN,NaN
49,nazi,1,E,1.6,0.88,7.95,1.28
49,gente,0,Em1,NaN,NaN,NaN,NaN
49,masacre,1,E,1.3,0.57,6.9,2.15
49,edificio,1,Em1,NaN,NaN,NaN,NaN
49,suicida,1,E,2.15,1.39,7.65,1.04
49,mano,0,Em1,NaN,NaN,NaN,NaN
49,amputacion,1,E,2.1,1.17,7.1,1.45
49,mente,1,Em1,NaN,NaN,NaN,NaN
49,tumor,1,E,1.33,0.69,7.45,1.05
49,ventilaci�n,1,Em1,NaN,NaN,NaN,NaN
49,asfixia,0,E,1.3,0.57,8,1.21
49,sol�rium,1,Em1,NaN,NaN,NaN,NaN
49,cancer,1,E,1.23,0.73,7.8,1.24
49,almac�n,1,Em1,NaN,NaN,NaN,NaN
49,morgue,1,E,2.9,1.95,6.17,1.93
49,biograf�a,1,Em1,NaN,NaN,NaN,NaN
49,crimen,1,E,2.15,1.17,7.9,1.17
49,ojo,1,Em1,NaN,NaN,NaN,NaN
49,ceguera,0,E,2.75,1.33,6.95,1.39
49,permiso,0,Em1,NaN,NaN,NaN,NaN
49,violacion,1,E,1.18,0.5,8.13,1.11
49,sujeto,0,Em1,NaN,NaN,NaN,NaN
49,traidor,1,E,2.25,1.24,7.15,1.76
49,empleo,1,Em1,NaN,NaN,NaN,NaN
49,asesino,1,E,2.03,1.27,7.6,1.73
49,palma,1,Em1,NaN,NaN,NaN,NaN
49,sufrimiento,0,E,1.95,1.15,8.3,0.86
49,comunicaci�n,1,Em1,NaN,NaN,NaN,NaN
49,sida,0,E,1.45,0.69,7.35,1.46
49,cocina,0,Em1,NaN,NaN,NaN,NaN
49,hambruna,1,E,1.95,1.31,7.35,1.18
49,ambiente,0,Em1,NaN,NaN,NaN,NaN
49,plaga,0,E,2.3,1.17,7,1.52
50,rascacielos,1,Em1,NaN,NaN,NaN,NaN
50,suicida,1,E,2.15,1.39,7.65,1.04
50,ingenio,1,Em1,NaN,NaN,NaN,NaN
50,tumor,1,E,1.33,0.69,7.45,1.05
50,sensaci�n,0,Em1,NaN,NaN,NaN,NaN
50,sufrimiento,0,E,1.95,1.15,8.3,0.86
50,terminal,0,Em1,NaN,NaN,NaN,NaN
50,terrorista,0,E,1.5,0.88,7.6,1.39
50,buffet,0,Em1,NaN,NaN,NaN,NaN
50,hambruna,0,E,1.95,1.31,7.35,1.18
50,soplo,0,Em1,NaN,NaN,NaN,NaN
50,asfixia,0,E,1.3,0.57,8,1.21
50,viaje,0,Em1,NaN,NaN,NaN,NaN
50,nazi,0,E,1.6,0.88,7.95,1.28
50,armario,0,Em1,NaN,NaN,NaN,NaN
50,morgue,1,E,2.9,1.95,6.17,1.93
50,se�al,0,Em1,NaN,NaN,NaN,NaN
50,sida,1,E,1.45,0.69,7.35,1.46
50,pantorrilla,1,Em1,NaN,NaN,NaN,NaN
50,amputacion,1,E,2.1,1.17,7.1,1.45
50,criatura,0,Em1,NaN,NaN,NaN,NaN
50,plaga,1,E,2.3,1.17,7,1.52
50,observador,0,Em1,NaN,NaN,NaN,NaN
50,ceguera,1,E,2.75,1.33,6.95,1.39
50,historia,1,Em1,NaN,NaN,NaN,NaN
50,crimen,1,E,2.15,1.17,7.9,1.17
50,sol,1,Em1,NaN,NaN,NaN,NaN
50,cancer,1,E,1.23,0.73,7.8,1.24
50,dialogo,1,Em1,NaN,NaN,NaN,NaN
50,masacre,1,E,1.3,0.57,6.9,2.15
50,ingeniero,1,Em1,NaN,NaN,NaN,NaN
50,asesino,1,E,2.03,1.27,7.6,1.73
50,ser,1,Em1,NaN,NaN,NaN,NaN
50,traidor,1,E,2.25,1.24,7.15,1.76
50,decisi�n,1,Em1,NaN,NaN,NaN,NaN
50,violacion,1,E,1.18,0.5,8.13,1.11
51,intercambio,1,Em1,NaN,NaN,NaN,NaN
51,sida,1,E,1.45,0.69,7.35,1.46
51,cr�neo,1,Em1,NaN,NaN,NaN,NaN
51,tumor,1,E,1.33,0.69,7.45,1.05
51,relaci�n,0,Em1,NaN,NaN,NaN,NaN
51,traidor,1,E,2.25,1.24,7.15,1.76
51,consigna,0,Em1,NaN,NaN,NaN,NaN
51,morgue,0,E,2.9,1.95,6.17,1.93
51,rascacielos,1,Em1,NaN,NaN,NaN,NaN
51,suicida,1,E,2.15,1.39,7.65,1.04
51,ventilaci�n,1,Em1,NaN,NaN,NaN,NaN
51,asfixia,1,E,1.3,0.57,8,1.21
51,avi�n,1,Em1,NaN,NaN,NaN,NaN
51,terrorista,1,E,1.5,0.88,7.6,1.39
51,cocina,1,Em1,NaN,NaN,NaN,NaN
51,hambruna,1,E,1.95,1.31,7.35,1.18
51,superficie,0,Em1,NaN,NaN,NaN,NaN
51,sufrimiento,1,E,1.95,1.15,8.3,0.86
51,lugare�o,1,Em1,NaN,NaN,NaN,NaN
51,nazi,0,E,1.6,0.88,7.95,1.28
51,codo,1,Em1,NaN,NaN,NaN,NaN
51,amputacion,1,E,2.1,1.17,7.1,1.45
51,banquero,0,Em1,NaN,NaN,NaN,NaN
51,asesino,1,E,2.03,1.27,7.6,1.73
51,ojo,1,Em1,NaN,NaN,NaN,NaN
51,ceguera,1,E,2.75,1.33,6.95,1.39
51,concurrencia,0,Em1,NaN,NaN,NaN,NaN
51,masacre,0,E,1.3,0.57,6.9,2.15
51,cuento,1,Em1,NaN,NaN,NaN,NaN
51,crimen,1,E,2.15,1.17,7.9,1.17
51,sol,1,Em1,NaN,NaN,NaN,NaN
51,cancer,0,E,1.23,0.73,7.8,1.24
51,regla,1,Em1,NaN,NaN,NaN,NaN
51,violacion,1,E,1.18,0.5,8.13,1.11
52,oxigeno,0,Em1,NaN,NaN,NaN,NaN
52,asfixia,1,E,1.3,0.57,8,1.21
52,concentraci�n,1,Em1,NaN,NaN,NaN,NaN
52,masacre,0,E,1.3,0.57,6.9,2.15
52,mensaje,1,Em1,NaN,NaN,NaN,NaN
52,sida,1,E,1.45,0.69,7.35,1.46
52,fotograf�a,0,Em1,NaN,NaN,NaN,NaN
52,ceguera,0,E,2.75,1.33,6.95,1.39
52,capitulo,1,Em1,NaN,NaN,NaN,NaN
52,crimen,0,E,2.15,1.17,7.9,1.17
52,extremidad,0,Em1,NaN,NaN,NaN,NaN
52,amputacion,1,E,2.1,1.17,7.1,1.45
52,balc�n,0,Em1,NaN,NaN,NaN,NaN
52,suicida,1,E,2.15,1.39,7.65,1.04
52,nacionalidad,0,Em1,NaN,NaN,NaN,NaN
52,nazi,0,E,1.6,0.88,7.95,1.28
52,atm�sfera,0,Em1,NaN,NaN,NaN,NaN
52,plaga,0,E,2.3,1.17,7,1.52
52,sujeto,0,Em1,NaN,NaN,NaN,NaN
52,traidor,1,E,2.25,1.24,7.15,1.76
52,pensamiento,0,Em1,NaN,NaN,NaN,NaN
52,tumor,1,E,1.33,0.69,7.45,1.05
52,norma,1,Em1,NaN,NaN,NaN,NaN
52,violacion,1,E,1.18,0.5,8.13,1.11
52,textura,0,Em1,NaN,NaN,NaN,NaN
52,sufrimiento,1,E,1.95,1.15,8.3,0.86
52,casillero,0,Em1,NaN,NaN,NaN,NaN
52,morgue,1,E,2.9,1.95,6.17,1.93
52,restaurante,0,Em1,NaN,NaN,NaN,NaN
52,hambruna,0,E,1.95,1.31,7.35,1.18
52,trabajo,0,Em1,NaN,NaN,NaN,NaN
52,asesino,1,E,2.03,1.27,7.6,1.73
52,d�a,0,Em1,NaN,NaN,NaN,NaN
52,cancer,1,E,1.23,0.73,7.8,1.24
53,extremidad,0,Em1,NaN,NaN,NaN,NaN
53,amputacion,0,E,2.1,1.17,7.1,1.45
53,almuerzo,1,Em1,NaN,NaN,NaN,NaN
53,hambruna,1,E,1.95,1.31,7.35,1.18
53,destello,0,Em1,NaN,NaN,NaN,NaN
53,cancer,0,E,1.23,0.73,7.8,1.24
53,universo,0,Em1,NaN,NaN,NaN,NaN
53,plaga,1,E,2.3,1.17,7,1.52
53,consenso,0,Em1,NaN,NaN,NaN,NaN
53,violacion,1,E,1.18,0.5,8.13,1.11
53,mente,1,Em1,NaN,NaN,NaN,NaN
53,tumor,1,E,1.33,0.69,7.45,1.05
53,profesi�n,0,Em1,NaN,NaN,NaN,NaN
53,asesino,1,E,2.03,1.27,7.6,1.73
53,socio,0,Em1,NaN,NaN,NaN,NaN
53,traidor,1,E,2.25,1.24,7.15,1.76
53,texto,0,Em1,NaN,NaN,NaN,NaN
53,crimen,1,E,2.15,1.17,7.9,1.17
53,casillero,0,Em1,NaN,NaN,NaN,NaN
53,morgue,0,E,2.9,1.95,6.17,1.93
53,concurrencia,0,Em1,NaN,NaN,NaN,NaN
53,masacre,0,E,1.3,0.57,6.9,2.15
53,boca,1,Em1,NaN,NaN,NaN,NaN
53,asfixia,1,E,1.3,0.57,8,1.21
53,nervio,1,Em1,NaN,NaN,NaN,NaN
53,sufrimiento,1,E,1.95,1.15,8.3,0.86
53,escena,0,Em1,NaN,NaN,NaN,NaN
53,ceguera,0,E,2.75,1.33,6.95,1.39
53,visado,1,Em1,NaN,NaN,NaN,NaN
53,nazi,1,E,1.6,0.88,7.95,1.28
53,tr�fico,0,Em1,NaN,NaN,NaN,NaN
53,terrorista,0,E,1.5,0.88,7.6,1.39
53,rascacielos,0,Em1,NaN,NaN,NaN,NaN
53,suicida,0,E,2.15,1.39,7.65,1.04
53,receptor,1,Em1,NaN,NaN,NaN,NaN
53,sida,1,E,1.45,0.69,7.35,1.46
54,sensibilidad,0,Em1,NaN,NaN,NaN,NaN
54,sufrimiento,0,E,1.95,1.15,8.3,0.86
54,regla,0,Em1,NaN,NaN,NaN,NaN
54,violacion,1,E,1.18,0.5,8.13,1.11
54,pulm�n,1,Em1,NaN,NaN,NaN,NaN
54,asfixia,0,E,1.3,0.57,8,1.21
54,ocupaci�n,0,Em1,NaN,NaN,NaN,NaN
54,asesino,1,E,2.03,1.27,7.6,1.73
54,inteligencia,1,Em1,NaN,NaN,NaN,NaN
54,tumor,1,E,1.33,0.69,7.45,1.05
54,atm�sfera,1,Em1,NaN,NaN,NaN,NaN
54,plaga,1,E,2.3,1.17,7,1.52
54,d�a,1,Em1,NaN,NaN,NaN,NaN
54,cancer,1,E,1.23,0.73,7.8,1.24
54,alimento,0,Em1,NaN,NaN,NaN,NaN
54,hambruna,1,E,1.95,1.31,7.35,1.18
54,tipo,1,Em1,NaN,NaN,NaN,NaN
54,traidor,1,E,2.25,1.24,7.15,1.76
54,visi�n,1,Em1,NaN,NaN,NaN,NaN
54,ceguera,0,E,2.75,1.33,6.95,1.39
54,cuento,0,Em1,NaN,NaN,NaN,NaN
54,crimen,1,E,2.15,1.17,7.9,1.17
54,concurrencia,1,Em1,NaN,NaN,NaN,NaN
54,masacre,1,E,1.3,0.57,6.9,2.15
54,intercambio,0,Em1,NaN,NaN,NaN,NaN
54,sida,1,E,1.45,0.69,7.35,1.46
54,estaci�n,0,Em1,NaN,NaN,NaN,NaN
54,terrorista,1,E,1.5,0.88,7.6,1.39
54,cultura,1,Em1,NaN,NaN,NaN,NaN
54,nazi,1,E,1.6,0.88,7.95,1.28
54,caj�n,1,Em1,NaN,NaN,NaN,NaN
54,morgue,1,E,2.9,1.95,6.17,1.93
54,tobillo,0,Em1,NaN,NaN,NaN,NaN
54,amputacion,1,E,2.1,1.17,7.1,1.45
54,puente,1,Em1,NaN,NaN,NaN,NaN
54,suicida,1,E,2.15,1.39,7.65,1.04
55,brinco,0,Em1,NaN,NaN,NaN,NaN
55,suicida,1,E,2.15,1.39,7.65,1.04
55,pasajero,0,Em1,NaN,NaN,NaN,NaN
55,terrorista,0,E,1.5,0.88,7.6,1.39
55,actor,0,Em1,NaN,NaN,NaN,NaN
55,asesino,0,E,2.03,1.27,7.6,1.73
55,visi�n,1,Em1,NaN,NaN,NaN,NaN
55,ceguera,1,E,2.75,1.33,6.95,1.39
55,cena,1,Em1,NaN,NaN,NaN,NaN
55,hambruna,0,E,1.95,1.31,7.35,1.18
55,extremidad,1,Em1,NaN,NaN,NaN,NaN
55,amputacion,1,E,2.1,1.17,7.1,1.45
55,historia,0,Em1,NaN,NaN,NaN,NaN
55,crimen,0,E,2.15,1.17,7.9,1.17
55,energ�a,0,Em1,NaN,NaN,NaN,NaN
55,cancer,0,E,1.23,0.73,7.8,1.24
55,relaci�n,0,Em1,NaN,NaN,NaN,NaN
55,traidor,0,E,2.25,1.24,7.15,1.76
55,inteligencia,0,Em1,NaN,NaN,NaN,NaN
55,tumor,0,E,1.33,0.69,7.45,1.05
55,viento,0,Em1,NaN,NaN,NaN,NaN
55,asfixia,0,E,1.3,0.57,8,1.21
55,nevera,0,Em1,NaN,NaN,NaN,NaN
55,morgue,1,E,2.9,1.95,6.17,1.93
55,fuente,0,Em1,NaN,NaN,NaN,NaN
55,sida,1,E,1.45,0.69,7.35,1.46
55,decisi�n,0,Em1,NaN,NaN,NaN,NaN
55,violacion,1,E,1.18,0.5,8.13,1.11
55,gente,0,Em1,NaN,NaN,NaN,NaN
55,masacre,1,E,1.3,0.57,6.9,2.15
55,extranjero,1,Em1,NaN,NaN,NaN,NaN
55,nazi,1,E,1.6,0.88,7.95,1.28
55,campo,0,Em1,NaN,NaN,NaN,NaN
55,plaga,1,E,2.3,1.17,7,1.52
55,textura,0,Em1,NaN,NaN,NaN,NaN
55,sufrimiento,0,E,1.95,1.15,8.3,0.86
56,ocupaci�n,0,Em1,NaN,NaN,NaN,NaN
56,asesino,1,E,2.03,1.27,7.6,1.73
56,socio,0,Em1,NaN,NaN,NaN,NaN
56,traidor,1,E,2.25,1.24,7.15,1.76
56,lugare�o,0,Em1,NaN,NaN,NaN,NaN
56,nazi,0,E,1.6,0.88,7.95,1.28
56,transacci�n,0,Em1,NaN,NaN,NaN,NaN
56,sida,1,E,1.45,0.69,7.35,1.46
56,brazo,0,Em1,NaN,NaN,NaN,NaN
56,amputacion,1,E,2.1,1.17,7.1,1.45
56,editor,1,Em1,NaN,NaN,NaN,NaN
56,crimen,0,E,2.15,1.17,7.9,1.17
56,festival,1,Em1,NaN,NaN,NaN,NaN
56,terrorista,1,E,1.5,0.88,7.6,1.39
56,sopa,1,Em1,NaN,NaN,NaN,NaN
56,hambruna,0,E,1.95,1.31,7.35,1.18
56,consenso,0,Em1,NaN,NaN,NaN,NaN
56,violacion,1,E,1.18,0.5,8.13,1.11
56,puente,0,Em1,NaN,NaN,NaN,NaN
56,suicida,0,E,2.15,1.39,7.65,1.04
56,envase,0,Em1,NaN,NaN,NaN,NaN
56,morgue,0,E,2.9,1.95,6.17,1.93
56,textura,0,Em1,NaN,NaN,NaN,NaN
56,sufrimiento,0,E,1.95,1.15,8.3,0.86
56,ingenio,1,Em1,NaN,NaN,NaN,NaN
56,tumor,1,E,1.33,0.69,7.45,1.05
56,universo,1,Em1,NaN,NaN,NaN,NaN
56,plaga,1,E,2.3,1.17,7,1.52
56,aire,1,Em1,NaN,NaN,NaN,NaN
56,asfixia,0,E,1.3,0.57,8,1.21
56,sol,1,Em1,NaN,NaN,NaN,NaN
56,cancer,0,E,1.23,0.73,7.8,1.24
56,asamblea,1,Em1,NaN,NaN,NaN,NaN
56,masacre,1,E,1.3,0.57,6.9,2.15
56,cine,1,Em1,NaN,NaN,NaN,NaN
56,ceguera,0,E,2.75,1.33,6.95,1.39
57,ojo,1,Em1,NaN,NaN,NaN,NaN
57,ceguera,1,E,2.75,1.33,6.95,1.39
57,tr�fico,0,Em1,NaN,NaN,NaN,NaN
57,terrorista,0,E,1.5,0.88,7.6,1.39
57,asociaci�n,1,Em1,NaN,NaN,NaN,NaN
57,masacre,1,E,1.3,0.57,6.9,2.15
57,hombro,1,Em1,NaN,NaN,NaN,NaN
57,amputacion,1,E,2.1,1.17,7.1,1.45
57,aprendiz,1,Em1,NaN,NaN,NaN,NaN
57,asesino,0,E,2.03,1.27,7.6,1.73
57,viento,1,Em1,NaN,NaN,NaN,NaN
57,asfixia,0,E,1.3,0.57,8,1.21
57,amanecer,0,Em1,NaN,NaN,NaN,NaN
57,cancer,0,E,1.23,0.73,7.8,1.24
57,tejado,0,Em1,NaN,NaN,NaN,NaN
57,suicida,0,E,2.15,1.39,7.65,1.04
57,mente,1,Em1,NaN,NaN,NaN,NaN
57,tumor,0,E,1.33,0.69,7.45,1.05
57,texto,0,Em1,NaN,NaN,NaN,NaN
57,crimen,0,E,2.15,1.17,7.9,1.17
57,evoluci�n,0,Em1,NaN,NaN,NaN,NaN
57,plaga,0,E,2.3,1.17,7,1.52
57,consigna,0,Em1,NaN,NaN,NaN,NaN
57,morgue,1,E,2.9,1.95,6.17,1.93
57,sensibilidad,0,Em1,NaN,NaN,NaN,NaN
57,sufrimiento,1,E,1.95,1.15,8.3,0.86
57,fuente,0,Em1,NaN,NaN,NaN,NaN
57,sida,1,E,1.45,0.69,7.35,1.46
57,pasaporte,0,Em1,NaN,NaN,NaN,NaN
57,nazi,0,E,1.6,0.88,7.95,1.28
57,resoluci�n,0,Em1,NaN,NaN,NaN,NaN
57,violacion,0,E,1.18,0.5,8.13,1.11
57,compa�ero,1,Em1,NaN,NaN,NaN,NaN
57,traidor,1,E,2.25,1.24,7.15,1.76
57,despensa,1,Em1,NaN,NaN,NaN,NaN
57,hambruna,0,E,1.95,1.31,7.35,1.18
58,inmigraci�n,0,Em1,NaN,NaN,NaN,NaN
58,nazi,0,E,1.6,0.88,7.95,1.28
58,sol,1,Em1,NaN,NaN,NaN,NaN
58,cancer,1,E,1.23,0.73,7.8,1.24
58,raz�n,0,Em1,NaN,NaN,NaN,NaN
58,tumor,1,E,1.33,0.69,7.45,1.05
58,comunicaci�n,0,Em1,NaN,NaN,NaN,NaN
58,sida,1,E,1.45,0.69,7.35,1.46
58,humanidad,0,Em1,NaN,NaN,NaN,NaN
58,plaga,0,E,2.3,1.17,7,1.52
58,cocina,0,Em1,NaN,NaN,NaN,NaN
58,hambruna,1,E,1.95,1.31,7.35,1.18
58,bajada,1,Em1,NaN,NaN,NaN,NaN
58,suicida,1,E,2.15,1.39,7.65,1.04
58,metro,0,Em1,NaN,NaN,NaN,NaN
58,terrorista,1,E,1.5,0.88,7.6,1.39
58,caj�n,0,Em1,NaN,NaN,NaN,NaN
58,morgue,0,E,2.9,1.95,6.17,1.93
58,mujer,1,Em1,NaN,NaN,NaN,NaN
58,traidor,1,E,2.25,1.24,7.15,1.76
58,trabajo,0,Em1,NaN,NaN,NaN,NaN
58,asesino,1,E,2.03,1.27,7.6,1.73
58,comunidad,0,Em1,NaN,NaN,NaN,NaN
58,masacre,1,E,1.3,0.57,6.9,2.15
58,extremidad,0,Em1,NaN,NaN,NaN,NaN
58,amputacion,0,E,2.1,1.17,7.1,1.45
58,vapor,0,Em1,NaN,NaN,NaN,NaN
58,asfixia,1,E,1.3,0.57,8,1.21
58,novela,1,Em1,NaN,NaN,NaN,NaN
58,crimen,1,E,2.15,1.17,7.9,1.17
58,fotograf�a,0,Em1,NaN,NaN,NaN,NaN
58,ceguera,1,E,2.75,1.33,6.95,1.39
58,pauta,0,Em1,NaN,NaN,NaN,NaN
58,violacion,1,E,1.18,0.5,8.13,1.11
58,vibraci�n,0,Em1,NaN,NaN,NaN,NaN
58,sufrimiento,1,E,1.95,1.15,8.3,0.86
59,originario,0,Em1,NaN,NaN,NaN,NaN
59,nazi,1,E,1.6,0.88,7.95,1.28
59,luminoso,1,Em1,NaN,NaN,NaN,NaN
59,cancer,1,E,1.23,0.73,7.8,1.24
59,comunicaci�n,0,Em1,NaN,NaN,NaN,NaN
59,sida,1,E,1.45,0.69,7.35,1.46
59,despensa,0,Em1,NaN,NaN,NaN,NaN
59,hambruna,1,E,1.95,1.31,7.35,1.18
59,abogado,1,Em1,NaN,NaN,NaN,NaN
59,asesino,1,E,2.03,1.27,7.6,1.73
59,campo,0,Em1,NaN,NaN,NaN,NaN
59,plaga,0,E,2.3,1.17,7,1.52
59,oxigeno,1,Em1,NaN,NaN,NaN,NaN
59,asfixia,0,E,1.3,0.57,8,1.21
59,edificio,1,Em1,NaN,NaN,NaN,NaN
59,suicida,0,E,2.15,1.39,7.65,1.04
59,�ptica,1,Em1,NaN,NaN,NaN,NaN
59,ceguera,0,E,2.75,1.33,6.95,1.39
59,gente,1,Em1,NaN,NaN,NaN,NaN
59,masacre,1,E,1.3,0.57,6.9,2.15
59,aeropuerto,1,Em1,NaN,NaN,NaN,NaN
59,terrorista,1,E,1.5,0.88,7.6,1.39
59,muslo,1,Em1,NaN,NaN,NaN,NaN
59,amputacion,1,E,2.1,1.17,7.1,1.45
59,dama,0,Em1,NaN,NaN,NaN,NaN
59,traidor,1,E,2.25,1.24,7.15,1.76
59,creatividad,1,Em1,NaN,NaN,NaN,NaN
59,tumor,1,E,1.33,0.69,7.45,1.05
59,palma,0,Em1,NaN,NaN,NaN,NaN
59,sufrimiento,0,E,1.95,1.15,8.3,0.86
59,casillero,1,Em1,NaN,NaN,NaN,NaN
59,morgue,0,E,2.9,1.95,6.17,1.93
59,ley,1,Em1,NaN,NaN,NaN,NaN
59,violacion,1,E,1.18,0.5,8.13,1.11
59,novela,1,Em1,NaN,NaN,NaN,NaN
59,crimen,0,E,2.15,1.17,7.9,1.17
60,energ�a,0,Em1,NaN,NaN,NaN,NaN
60,cancer,1,E,1.23,0.73,7.8,1.24
60,ambiente,0,Em1,NaN,NaN,NaN,NaN
60,plaga,0,E,2.3,1.17,7,1.52
60,visitante,1,Em1,NaN,NaN,NaN,NaN
60,nazi,1,E,1.6,0.88,7.95,1.28
60,ley,1,Em1,NaN,NaN,NaN,NaN
60,violacion,1,E,1.18,0.5,8.13,1.11
60,ojeada,0,Em1,NaN,NaN,NaN,NaN
60,ceguera,0,E,2.75,1.33,6.95,1.39
60,ser,0,Em1,NaN,NaN,NaN,NaN
60,traidor,1,E,2.25,1.24,7.15,1.76
60,torre,0,Em1,NaN,NaN,NaN,NaN
60,suicida,1,E,2.15,1.39,7.65,1.04
60,almac�n,0,Em1,NaN,NaN,NaN,NaN
60,morgue,0,E,2.9,1.95,6.17,1.93
60,reuni�n,0,Em1,NaN,NaN,NaN,NaN
60,masacre,1,E,1.3,0.57,6.9,2.15
60,ventilaci�n,0,Em1,NaN,NaN,NaN,NaN
60,asfixia,0,E,1.3,0.57,8,1.21
60,raz�n,0,Em1,NaN,NaN,NaN,NaN
60,tumor,1,E,1.33,0.69,7.45,1.05
60,f�sico,0,Em1,NaN,NaN,NaN,NaN
60,asesino,1,E,2.03,1.27,7.6,1.73
60,extremidad,1,Em1,NaN,NaN,NaN,NaN
60,amputacion,1,E,2.1,1.17,7.1,1.45
60,estadio,1,Em1,NaN,NaN,NaN,NaN
60,terrorista,1,E,1.5,0.88,7.6,1.39
60,superficie,0,Em1,NaN,NaN,NaN,NaN
60,sufrimiento,0,E,1.95,1.15,8.3,0.86
60,continuaci�n,1,Em1,NaN,NaN,NaN,NaN
60,crimen,1,E,2.15,1.17,7.9,1.17
60,despensa,0,Em1,NaN,NaN,NaN,NaN
60,hambruna,0,E,1.95,1.31,7.35,1.18
61,patriotismo,0,Em1,NaN,NaN,NaN,NaN
61,nazi,1,E,1.6,0.88,7.95,1.28
61,nervio,0,Em1,NaN,NaN,NaN,NaN
61,sufrimiento,0,E,1.95,1.15,8.3,0.86
61,evoluci�n,1,Em1,NaN,NaN,NaN,NaN
61,plaga,1,E,2.3,1.17,7,1.52
61,mu�eca,0,Em1,NaN,NaN,NaN,NaN
61,amputacion,1,E,2.1,1.17,7.1,1.45
61,puente,0,Em1,NaN,NaN,NaN,NaN
61,suicida,0,E,2.15,1.39,7.65,1.04
61,decisi�n,0,Em1,NaN,NaN,NaN,NaN
61,violacion,1,E,1.18,0.5,8.13,1.11
61,encuentro,0,Em1,NaN,NaN,NaN,NaN
61,terrorista,1,E,1.5,0.88,7.6,1.39
61,boca,0,Em1,NaN,NaN,NaN,NaN
61,asfixia,1,E,1.3,0.57,8,1.21
61,abogado,0,Em1,NaN,NaN,NaN,NaN
61,asesino,1,E,2.03,1.27,7.6,1.73
61,bote,1,Em1,NaN,NaN,NaN,NaN
61,morgue,1,E,2.9,1.95,6.17,1.93
61,desayuno,0,Em1,NaN,NaN,NaN,NaN
61,hambruna,0,E,1.95,1.31,7.35,1.18
61,protagonista,0,Em1,NaN,NaN,NaN,NaN
61,crimen,0,E,2.15,1.17,7.9,1.17
61,concentraci�n,1,Em1,NaN,NaN,NaN,NaN
61,masacre,0,E,1.3,0.57,6.9,2.15
61,esplendor,0,Em1,NaN,NaN,NaN,NaN
61,cancer,0,E,1.23,0.73,7.8,1.24
61,destinatario,0,Em1,NaN,NaN,NaN,NaN
61,sida,0,E,1.45,0.69,7.35,1.46
61,ingenio,1,Em1,NaN,NaN,NaN,NaN
61,tumor,1,E,1.33,0.69,7.45,1.05
61,dama,1,Em1,NaN,NaN,NaN,NaN
61,traidor,1,E,2.25,1.24,7.15,1.76
61,ojeada,1,Em1,NaN,NaN,NaN,NaN
61,ceguera,0,E,2.75,1.33,6.95,1.39
62,aire,0,Em1,NaN,NaN,NaN,NaN
62,asfixia,0,E,1.3,0.57,8,1.21
62,norma,1,Em1,NaN,NaN,NaN,NaN
62,violacion,1,E,1.18,0.5,8.13,1.11
62,puente,0,Em1,NaN,NaN,NaN,NaN
62,suicida,0,E,2.15,1.39,7.65,1.04
62,planeta,1,Em1,NaN,NaN,NaN,NaN
62,plaga,0,E,2.3,1.17,7,1.52
62,qu�mico,0,Em1,NaN,NaN,NaN,NaN
62,asesino,1,E,2.03,1.27,7.6,1.73
62,consigna,1,Em1,NaN,NaN,NaN,NaN
62,morgue,0,E,2.9,1.95,6.17,1.93
62,sensaci�n,1,Em1,NaN,NaN,NaN,NaN
62,sufrimiento,1,E,1.95,1.15,8.3,0.86
62,fuente,0,Em1,NaN,NaN,NaN,NaN
62,sida,0,E,1.45,0.69,7.35,1.46
