oddballtype,relativerecall,SOA,subject
Perceptual,0.5,3,14
Perceptual,0.6,1,14
Perceptual,0.5,4,14
Perceptual,0.846153846153846,2,14
Perceptual,0.307692307692308,6,14
Perceptual,0.25,4,14
Perceptual,0.111111111111111,3,14
Perceptual,0.142857142857143,1,14
Perceptual,1,2,14
Perceptual,0.625,6,14
Perceptual,0.5,3,14
Perceptual,0.555555555555556,4,14
Perceptual,0.833333333333333,2,14
Perceptual,0.25,1,15
Perceptual,0.857142857142857,4,15
Perceptual,0.714285714285714,3,15
Perceptual,0.818181818181818,6,15
Perceptual,0.777777777777778,3,15
Perceptual,0.714285714285714,4,15
Perceptual,0.5,6,15
Perceptual,0.125,1,15
Perceptual,1,2,15
Perceptual,0.666666666666667,6,15
Perceptual,0.166666666666667,3,15
Perceptual,0.8,3,15
Perceptual,0.142857142857143,2,15
Perceptual,1,3,16
Perceptual,0.166666666666667,1,16
Perceptual,0.857142857142857,4,16
Perceptual,0.888888888888889,6,16
Perceptual,1,2,16
Perceptual,0.8,4,16
Perceptual,0.555555555555556,4,16
Perceptual,0.333333333333333,1,16
Perceptual,0.75,1,16
Perceptual,0.2,4,17
Perceptual,0.222222222222222,4,17
Perceptual,0.75,6,17
Perceptual,0.555555555555556,4,17
Perceptual,0.888888888888889,1,17
Perceptual,0.125,3,17
Perceptual,0.5,2,17
Perceptual,0.333333333333333,1,17
Perceptual,1,4,17
Perceptual,0.777777777777778,3,17
Perceptual,0.333333333333333,2,17
Perceptual,0.5,3,17
Perceptual,1,4,18
Perceptual,0.25,1,18
Perceptual,0.909090909090909,6,18
Perceptual,0.7,2,18
Perceptual,0.7,3,18
Perceptual,0.375,2,18
Perceptual,0.125,3,18
Perceptual,0.75,6,18
Perceptual,0.111111111111111,4,18
Perceptual,0.285714285714286,6,18
Perceptual,0.833333333333333,1,18
Perceptual,0.571428571428571,4,18
Perceptual,0.846153846153846,4,19
Perceptual,0.6,6,19
Perceptual,0.714285714285714,2,19
Perceptual,1,3,19
Perceptual,0.571428571428571,4,19
Perceptual,0.333333333333333,3,19
Perceptual,0.5,2,19
Perceptual,1,4,19
Perceptual,1,3,19
Perceptual,0.333333333333333,6,19
Perceptual,1,1,19
Perceptual,0.7,6,19
Perceptual,0.714285714285714,2,19
Perceptual,0.375,2,20
Perceptual,0.272727272727273,1,20
Perceptual,0.25,4,20
Perceptual,0.333333333333333,1,20
Perceptual,0.444444444444444,4,20
Perceptual,0.875,2,20
Perceptual,1,6,20
Perceptual,0.333333333333333,3,20
Perceptual,0.5,6,20
Perceptual,0.75,1,20
Perceptual,0.666666666666667,3,20
Perceptual,0.75,2,20
Perceptual,0.222222222222222,6,20
Perceptual,0.111111111111111,3,20
Perceptual,0.142857142857143,3,20
Perceptual,0.7,6,21
Perceptual,0.142857142857143,4,21
Perceptual,0.454545454545455,4,21
Perceptual,1,2,21
Perceptual,0.428571428571429,2,21
Perceptual,0.727272727272727,3,21
Perceptual,0.111111111111111,4,21
Perceptual,0.5,1,21
Perceptual,1,1,22
Perceptual,0.666666666666667,3,22
Perceptual,0.7,4,22
Perceptual,0.888888888888889,1,22
Perceptual,0.909090909090909,2,22
Perceptual,1,3,22
Perceptual,0.5,4,22
Perceptual,0.888888888888889,6,22
Perceptual,1,2,22
Perceptual,0.545454545454545,6,22
Perceptual,0.444444444444444,3,22
Perceptual,0.666666666666667,2,22
Perceptual,1,3,22
Perceptual,0.636363636363636,6,22
Perceptual,0.625,1,22
Perceptual,0.454545454545455,2,22
Perceptual,0.416666666666667,4,22
Perceptual,0.285714285714286,1,23
Perceptual,0.7,4,23
Perceptual,0.818181818181818,3,23
Perceptual,0.222222222222222,6,24
Perceptual,1,4,24
Perceptual,0.25,6,24
Perceptual,0.833333333333333,6,24
Perceptual,0.727272727272727,3,24
Perceptual,0.1,6,24
Perceptual,0.444444444444444,4,24
Perceptual,0.25,4,24
Perceptual,1,1,24
Perceptual,0.6,2,24
Perceptual,0.666666666666667,2,24
Perceptual,0.25,3,24
Perceptual,0.5,2,25
Perceptual,0.5,3,25
Perceptual,1,6,25
Perceptual,0.9,4,25
Perceptual,0.75,2,25
Perceptual,0.444444444444444,6,25
Perceptual,0.363636363636364,2,25
Perceptual,1,6,25
Perceptual,0.333333333333333,2,25
Perceptual,0.8,1,25
Perceptual,0.166666666666667,1,25
Perceptual,0.666666666666667,4,25
Perceptual,0.333333333333333,1,25
Perceptual,0.166666666666667,4,25
Perceptual,0.111111111111111,4,25
Perceptual,1,6,26
Perceptual,0.571428571428571,4,26
Perceptual,0.3,6,26
Perceptual,0.222222222222222,6,26
Perceptual,0.666666666666667,4,26
Perceptual,0.545454545454545,3,26
Perceptual,0.833333333333333,2,26
Perceptual,0.625,2,26
Perceptual,0.555555555555556,4,26
Perceptual,0.4,1,26
Perceptual,0.545454545454545,4,26
Perceptual,0.833333333333333,2,26
Perceptual,0.714285714285714,3,27
Perceptual,0.454545454545455,4,27
Perceptual,0.416666666666667,6,27
Perceptual,0.363636363636364,6,27
Perceptual,1,6,27
Perceptual,0.857142857142857,2,27
Perceptual,1,1,27
Perceptual,0.214285714285714,4,27
Perceptual,0.181818181818182,2,27
Perceptual,1,1,27
Perceptual,1,1,27
Perceptual,1,4,27
Perceptual,0.909090909090909,1,27
Perceptual,0.454545454545455,2,27
Perceptual,0.5,6,28
Perceptual,1,6,28
Perceptual,1,4,28
Perceptual,1,1,28
Perceptual,0.571428571428571,4,28
Perceptual,0.833333333333333,3,28
Perceptual,0.9,6,28
Perceptual,0.125,2,28
Perceptual,0.5,2,28
Perceptual,0.5,6,28
Perceptual,0.9,1,28
Perceptual,0.285714285714286,2,29
Perceptual,0.285714285714286,6,29
Perceptual,0.142857142857143,3,29
Perceptual,0.7,2,29
Perceptual,0.454545454545455,3,29
Perceptual,0.8,6,29
Perceptual,1,4,29
Perceptual,0.454545454545455,4,29
Perceptual,0.285714285714286,4,29
Perceptual,0.363636363636364,3,29
Perceptual,0.9,4,30
Perceptual,0.833333333333333,1,30
Perceptual,0.222222222222222,4,30
Perceptual,0.181818181818182,3,30
Perceptual,0.4,1,30
Perceptual,0.875,6,30
Perceptual,0.888888888888889,2,30
Perceptual,0.111111111111111,2,30
Perceptual,1,3,30
Perceptual,0.777777777777778,6,30
Perceptual,0.8,1,30
Perceptual,0.625,6,30
Perceptual,0.2,3,30
Perceptual,0.6,2,30
Perceptual,0.25,6,31
Perceptual,0.625,1,31
Perceptual,1,1,31
Perceptual,0.545454545454545,1,31
Perceptual,0.833333333333333,6,31
Perceptual,0.625,2,31
Perceptual,0.923076923076923,4,31
Perceptual,1,4,31
Perceptual,0.6,3,31
Perceptual,0.666666666666667,3,31
Perceptual,0.5,3,32
Perceptual,0.142857142857143,2,32
Perceptual,1,3,32
Perceptual,0.25,4,32
Perceptual,0.666666666666667,1,32
Perceptual,0.416666666666667,3,32
Perceptual,0.8,4,32
Perceptual,0.875,6,32
Perceptual,0.166666666666667,2,32
Perceptual,1,3,32
Perceptual,1,4,33
Perceptual,0.5,4,33
Perceptual,0.5,2,33
Perceptual,0.25,4,33
Perceptual,1,3,33
Perceptual,0.6,2,33
Perceptual,0.142857142857143,2,33
Perceptual,0.181818181818182,6,33
Perceptual,0.571428571428571,3,33
Perceptual,0.25,6,33
Perceptual,0.142857142857143,3,34
Perceptual,0.3,3,34
Perceptual,0.666666666666667,3,34
Perceptual,1,6,34
Perceptual,0.545454545454545,4,34
Perceptual,0.5,4,34
Perceptual,0.833333333333333,1,34
Perceptual,0.142857142857143,1,34
Perceptual,0.888888888888889,2,34
Perceptual,0.666666666666667,6,34
Perceptual,1,1,34
Perceptual,0.818181818181818,3,34
Perceptual,0.777777777777778,2,34
Perceptual,0.5,2,34
Perceptual,0.5,3,35
Perceptual,1,3,35
Perceptual,1,1,35
Perceptual,0.846153846153846,6,35
Perceptual,0.923076923076923,3,35
Perceptual,0.454545454545455,4,35
Perceptual,0.357142857142857,4,35
Perceptual,0.8,6,35
Perceptual,0.538461538461538,6,35
Perceptual,0.142857142857143,1,35
Perceptual,0.222222222222222,1,35
Perceptual,0.6,2,35
Perceptual,0.666666666666667,4,35
Perceptual,1,3,35
Perceptual,1,2,36
Perceptual,0.444444444444444,3,36
Perceptual,0.666666666666667,6,36
Perceptual,1,4,36
Perceptual,0.333333333333333,1,36
Perceptual,0.6,1,36
Perceptual,0.222222222222222,3,36
Perceptual,0.444444444444444,3,36
Perceptual,0.5,4,36
Perceptual,0.5,6,36
Perceptual,0.666666666666667,6,36
Perceptual,0.583333333333333,6,36
Perceptual,1,4,37
Perceptual,0.111111111111111,3,37
Perceptual,0.285714285714286,6,37
Perceptual,0.5,4,37
Perceptual,0.666666666666667,1,37
Perceptual,0.5,1,37
Perceptual,0.222222222222222,1,37
Perceptual,0.142857142857143,3,37
Perceptual,0.444444444444444,2,37
Perceptual,0.583333333333333,4,37
Perceptual,0.2,6,37
Perceptual,0.625,6,37
Perceptual,1,6,37
Perceptual,0.384615384615385,4,37
Perceptual,0.8,3,38
Perceptual,0.857142857142857,2,38
Perceptual,0.555555555555556,3,38
Perceptual,0.5,4,38
Perceptual,0.5,1,38
Perceptual,0.555555555555556,2,38
Perceptual,1,4,38
Perceptual,0.333333333333333,4,38
Perceptual,0.571428571428571,1,38
Perceptual,0.5,1,38
Perceptual,0.5,6,38
Perceptual,0.555555555555556,3,38
Perceptual,0.222222222222222,2,38
Perceptual,0.6,2,38
Perceptual,0.222222222222222,6,38
Perceptual,0.363636363636364,3,39
Perceptual,1,1,39
Perceptual,0.333333333333333,2,39
Perceptual,0.166666666666667,4,39
Perceptual,0.545454545454545,4,39
Perceptual,0.545454545454545,6,39
Perceptual,0.428571428571429,2,39
Perceptual,0.222222222222222,6,39
Perceptual,0.545454545454545,3,39
Perceptual,0.6,1,39
Perceptual,0.222222222222222,4,39
Perceptual,0.25,1,40
Perceptual,0.769230769230769,6,40
Perceptual,1,6,40
Perceptual,0.636363636363636,6,40
Perceptual,0.166666666666667,1,40
Perceptual,0.0714285714285714,4,40
Perceptual,0.363636363636364,2,40
Perceptual,0.454545454545455,2,40
Perceptual,1,2,40
Perceptual,0.8,3,40
Perceptual,0.833333333333333,2,40
Perceptual,0.1,3,40
Perceptual,0.166666666666667,3,40
Perceptual,0.833333333333333,4,40
Perceptual,0.1,6,40
Perceptual,0.8,3,41
Perceptual,1,4,41
Perceptual,1,6,41
Perceptual,0.25,3,41
Perceptual,0.833333333333333,2,41
Perceptual,0.714285714285714,1,41
Perceptual,0.555555555555556,1,41
Perceptual,0.875,2,41
Perceptual,0.625,1,41
Perceptual,0.571428571428571,2,41
Perceptual,1,6,41
Perceptual,0.375,3,42
Perceptual,0.428571428571429,3,42
Perceptual,0.666666666666667,6,42
Perceptual,0.1,4,42
Perceptual,0.333333333333333,3,42
Perceptual,0.454545454545455,6,42
Perceptual,1,4,42
Perceptual,0.428571428571429,1,42
Perceptual,0.5,4,42
Perceptual,0.545454545454545,2,42
Perceptual,1,4,42
Perceptual,0.4,3,42
Perceptual,0.888888888888889,2,42
Perceptual,0.833333333333333,6,42
Perceptual,0.4,6,42
Perceptual,0.333333333333333,1,42
Perceptual,0.363636363636364,3,43
Perceptual,0.428571428571429,1,43
Perceptual,0.727272727272727,6,43
Perceptual,0.333333333333333,4,43
Perceptual,0.4,3,43
Perceptual,0.625,6,43
Perceptual,0.333333333333333,2,43
Perceptual,1,6,43
Perceptual,0.222222222222222,3,43
Perceptual,0.416666666666667,3,43
Perceptual,1,2,43
Perceptual,0.555555555555556,4,43
Perceptual,1,2,44
Perceptual,0.75,6,44
Perceptual,0.6,4,44
Perceptual,0.875,6,44
Perceptual,0.333333333333333,3,44
Perceptual,0.2,3,44
Perceptual,0.333333333333333,3,44
Perceptual,0.5,1,44
Perceptual,0.8,3,44
Perceptual,0.5,6,44
Perceptual,0.8,3,45
Perceptual,1,6,45
Perceptual,0.333333333333333,2,45
Perceptual,1,2,45
Perceptual,0.333333333333333,3,45
Perceptual,0.9,6,45
Perceptual,0.285714285714286,1,45
Perceptual,0.428571428571429,3,45
Perceptual,0.75,6,45
Perceptual,1,3,45
Perceptual,0.625,4,45
Perceptual,0.5,6,46
Perceptual,0.75,2,46
Perceptual,1,1,46
Perceptual,0.3,6,46
Perceptual,0.111111111111111,6,46
Perceptual,0.444444444444444,4,46
Perceptual,0.6,2,46
Perceptual,0.75,3,46
Perceptual,0.142857142857143,2,46
Perceptual,0.111111111111111,4,46
Perceptual,0.166666666666667,2,46
Perceptual,0.4,4,46
Perceptual,0.428571428571429,4,46
Perceptual,1,3,46
Perceptual,0.916666666666667,6,46
Perceptual,0.111111111111111,3,46
Perceptual,0.714285714285714,2,47
Perceptual,0.857142857142857,1,47
Perceptual,0.166666666666667,6,47
Perceptual,0.2,4,47
Perceptual,0.4,1,47
Perceptual,0.714285714285714,3,47
Perceptual,0.875,6,47
Perceptual,0.222222222222222,2,47
Perceptual,0.166666666666667,1,47
Perceptual,0.166666666666667,3,47
Perceptual,0.25,3,47
Perceptual,0.166666666666667,2,48
Perceptual,0.333333333333333,1,48
Perceptual,0.363636363636364,6,48
Perceptual,0.666666666666667,2,48
Perceptual,0.777777777777778,4,48
Perceptual,0.833333333333333,3,48
Perceptual,0.555555555555556,6,48
Perceptual,0.875,2,48
Perceptual,0.571428571428571,4,48
Perceptual,0.142857142857143,3,48
Perceptual,0.142857142857143,6,48
Perceptual,0.666666666666667,4,49
Perceptual,0.333333333333333,1,49
Perceptual,0.818181818181818,6,49
Perceptual,0.333333333333333,2,49
Perceptual,0.888888888888889,6,49
Perceptual,0.555555555555556,4,49
Perceptual,0.4,6,49
Perceptual,0.714285714285714,2,49
Perceptual,1,3,49
Perceptual,0.5,1,49
Perceptual,0.777777777777778,6,49
Perceptual,0.4,2,49
Perceptual,0.25,4,49
Perceptual,0.636363636363636,3,50
Perceptual,0.714285714285714,3,50
Perceptual,0.888888888888889,6,50
Perceptual,1,1,50
Perceptual,0.888888888888889,6,50
Perceptual,0.857142857142857,4,50
Perceptual,1,4,50
Perceptual,0.0909090909090909,4,50
Perceptual,0.2,2,50
Perceptual,0.916666666666667,6,50
Perceptual,1,3,50
Perceptual,0.5,2,51
Perceptual,0.3,3,51
Perceptual,0.833333333333333,6,51
Perceptual,0.25,4,51
Perceptual,1,6,51
Perceptual,0.875,2,51
Perceptual,0.6,2,51
Perceptual,0.909090909090909,4,51
Perceptual,0.444444444444444,1,51
Perceptual,0.272727272727273,2,51
Perceptual,0.923076923076923,4,51
Perceptual,0.923076923076923,6,51
Perceptual,1,1,51
Perceptual,0.571428571428571,2,52
Perceptual,0.833333333333333,2,52
Perceptual,0.285714285714286,2,52
Perceptual,0.857142857142857,4,52
Perceptual,0.5,1,52
Perceptual,0.545454545454545,3,52
Perceptual,1,4,52
Perceptual,0.3,6,52
Perceptual,0.333333333333333,6,53
Perceptual,0.142857142857143,4,53
Perceptual,0.625,6,53
Perceptual,0.875,2,53
Perceptual,0.714285714285714,4,53
Perceptual,0.857142857142857,3,53
Perceptual,0.666666666666667,2,53
Perceptual,0.272727272727273,4,53
Perceptual,0.6,2,53
Perceptual,0.75,2,53
Perceptual,0.375,1,53
Perceptual,0.166666666666667,3,53
Perceptual,1,3,53
Perceptual,0.5,3,54
Perceptual,0.5,3,54
Perceptual,0.7,4,54
Perceptual,0.2,1,54
Perceptual,0.714285714285714,2,54
Perceptual,0.727272727272727,4,54
Perceptual,0.181818181818182,4,54
Perceptual,1,2,54
Perceptual,1,4,54
Perceptual,0.3,2,54
Perceptual,0.166666666666667,1,54
Perceptual,0.6,1,55
Perceptual,0.4,4,55
Perceptual,0.375,2,55
Perceptual,0.6,2,55
Perceptual,0.833333333333333,1,55
Perceptual,0.285714285714286,6,55
Perceptual,0.285714285714286,3,55
Perceptual,0.142857142857143,1,55
Perceptual,0.846153846153846,4,55
Perceptual,0.333333333333333,3,55
Perceptual,1,3,55
Perceptual,0.888888888888889,6,55
Perceptual,0.9,6,55
Perceptual,0.666666666666667,2,56
Perceptual,0.142857142857143,4,56
Perceptual,1,4,56
Perceptual,0.222222222222222,3,56
Perceptual,0.727272727272727,2,56
Perceptual,0.285714285714286,6,56
Perceptual,1,2,56
Perceptual,0.166666666666667,4,56
Perceptual,1,1,56
Perceptual,0.272727272727273,3,56
Perceptual,1,3,56
Perceptual,1,6,56
Perceptual,0.1,4,56
Perceptual,0.111111111111111,2,56
Perceptual,0.571428571428571,6,57
Perceptual,0.571428571428571,2,57
Perceptual,0.6,1,57
Perceptual,0.5,3,57
Perceptual,0.444444444444444,3,58
Perceptual,0.166666666666667,3,58
Perceptual,1,4,58
Perceptual,1,6,58
Perceptual,0.625,6,58
Perceptual,0.833333333333333,2,58
Perceptual,0.5,3,58
Perceptual,0.8,2,58
Perceptual,0.75,4,58
Perceptual,0.625,2,59
Perceptual,1,6,59
Perceptual,0.636363636363636,3,59
Perceptual,0.666666666666667,3,59
Perceptual,0.4,3,59
Perceptual,1,2,60
Perceptual,0.142857142857143,4,60
Perceptual,0.2,1,60
Perceptual,0.166666666666667,2,60
Perceptual,0.666666666666667,2,60
Perceptual,0.833333333333333,3,60
Perceptual,0.888888888888889,6,60
Perceptual,0.2,1,60
Perceptual,0.5,3,60
Perceptual,0.428571428571429,1,60
Perceptual,0.625,2,60
Perceptual,0.285714285714286,1,60
Perceptual,1,4,61
Perceptual,0.375,2,61
Perceptual,0.6,3,61
Perceptual,0.857142857142857,4,61
Perceptual,0.25,3,61
Perceptual,0.857142857142857,6,61
Perceptual,0.111111111111111,6,61
Perceptual,0.75,4,61
Perceptual,0.571428571428571,1,61
Perceptual,0.625,3,61
Perceptual,0.5,2,61
Perceptual,1,1,61
Perceptual,0.9,1,61
Perceptual,1,1,61
Perceptual,0.2,2,62
Perceptual,1,2,62
Perceptual,0.25,2,62
Perceptual,0.333333333333333,4,62
Perceptual,0.4,6,62
Perceptual,0.2,1,62
Perceptual,0.25,6,62
Perceptual,0.444444444444444,3,62
Perceptual,0.875,3,62
Perceptual,0.545454545454545,6,62
Perceptual,0.5,1,63
Perceptual,1,1,63
Perceptual,0.272727272727273,2,63
Perceptual,0.454545454545455,6,63
Perceptual,0.777777777777778,4,63
Perceptual,0.416666666666667,6,63
Perceptual,0.928571428571429,6,63
Perceptual,0.777777777777778,3,63
Perceptual,0.8,2,63
Perceptual,0.444444444444444,3,63
Perceptual,0.666666666666667,6,63
Perceptual,0.142857142857143,1,63
Perceptual,0.888888888888889,1,63
Perceptual,0.125,4,63
Perceptual,0.7,2,63
Perceptual,0.375,3,64
Perceptual,0.4,1,64
Perceptual,0.666666666666667,6,64
Perceptual,1,4,64
Perceptual,0.454545454545455,6,64
Perceptual,0.6,2,64
Perceptual,0.428571428571429,2,64
Perceptual,0.8,4,64
Perceptual,0.428571428571429,2,64
Perceptual,0.625,6,64
Perceptual,0.363636363636364,6,64
Perceptual,0.625,4,64
Perceptual,0.222222222222222,3,64
Perceptual,1,3,65
Perceptual,0.5,2,65
Perceptual,0.666666666666667,1,65
Perceptual,0.454545454545455,6,65
Perceptual,1,3,65
Perceptual,0.111111111111111,1,65
Perceptual,0.166666666666667,3,65
Perceptual,0.875,2,65
Perceptual,0.769230769230769,6,65
Perceptual,0.428571428571429,4,66
Perceptual,0.714285714285714,3,66
Perceptual,0.888888888888889,3,66
Perceptual,0.142857142857143,6,66
Perceptual,1,2,66
Perceptual,0.6,6,66
Perceptual,0.111111111111111,6,66
Perceptual,0.0833333333333333,4,66
Perceptual,0.75,1,66
Perceptual,0.875,3,66
Perceptual,0.125,4,66
Perceptual,0.545454545454545,2,66
Perceptual,0.454545454545455,3,66
Perceptual,0.857142857142857,2,66
Perceptual,1,4,67
Perceptual,0.285714285714286,1,67
Perceptual,0.571428571428571,3,67
Perceptual,1,4,67
Perceptual,0.285714285714286,6,67
Perceptual,0.384615384615385,6,67
Perceptual,0.125,3,67
Perceptual,0.333333333333333,6,67
Perceptual,0.2,6,67
Perceptual,0.5,1,67
Perceptual,0.125,2,67
Perceptual,0.666666666666667,1,67
Perceptual,0.545454545454545,6,68
Perceptual,0.142857142857143,3,68
Perceptual,0.666666666666667,2,68
Perceptual,0.75,3,68
Perceptual,1,4,68
Perceptual,0.625,4,68
Perceptual,1,2,68
Perceptual,1,3,68
Perceptual,0.6,6,68
Perceptual,0.285714285714286,1,68
Perceptual,1,1,69
Perceptual,1,4,69
Perceptual,0.3,6,69
Perceptual,0.222222222222222,3,69
Perceptual,0.0909090909090909,3,69
Perceptual,0.333333333333333,4,69
Perceptual,0.833333333333333,1,69
Perceptual,0.4,6,69
Perceptual,0.5,6,69
Perceptual,0.727272727272727,3,69
Perceptual,0.666666666666667,2,69
Perceptual,0.666666666666667,3,69
Perceptual,0.0769230769230769,2,69
Perceptual,1,6,69
Perceptual,0.2,2,70
Perceptual,0.4,1,70
Perceptual,0.777777777777778,2,70
Perceptual,1,4,70
Perceptual,0.2,3,70
Perceptual,0.833333333333333,3,70
Perceptual,1,3,70
Perceptual,0.333333333333333,6,70
Perceptual,0.8,6,70
Perceptual,1,3,71
Perceptual,0.333333333333333,1,71
Perceptual,0.333333333333333,2,71
Perceptual,1,4,71
Perceptual,0.888888888888889,4,71
Perceptual,1,4,71
Perceptual,1,6,71
Perceptual,0.555555555555556,6,71
Perceptual,0.714285714285714,2,71
Perceptual,1,2,71
Perceptual,0.6,4,71
Perceptual,0.4,2,72
Perceptual,0.6,3,72
Perceptual,0.625,6,72
Perceptual,0.2,3,72
Perceptual,1,4,72
Perceptual,0.5,3,72
Perceptual,0.7,4,72
Perceptual,0.545454545454545,6,72
Perceptual,0.625,1,72
Perceptual,0.777777777777778,6,72
Perceptual,0.25,4,73
Perceptual,0.6,4,73
Perceptual,0.75,6,73
Perceptual,0.9,4,73
Perceptual,1,1,73
Perceptual,0.714285714285714,2,73
Perceptual,0.166666666666667,1,73
Perceptual,0.555555555555556,2,73
Perceptual,0.75,1,73
Perceptual,0.923076923076923,3,73
Perceptual,0.333333333333333,1,73
Perceptual,0.818181818181818,3,73
Perceptual,1,2,73
Perceptual,0.222222222222222,6,73
Perceptual,1,6,73
Perceptual,1,2,73
Perceptual,0.538461538461538,4,73
Perceptual,0.5,6,74
Perceptual,0.8,3,74
Perceptual,1,6,74
Perceptual,0.666666666666667,6,74
Perceptual,0.428571428571429,4,74
Perceptual,0.5,4,74
Perceptual,0.857142857142857,3,74
Perceptual,0.625,6,74
Perceptual,0.5,3,74
Perceptual,0.666666666666667,4,74
Perceptual,0.857142857142857,2,74
Perceptual,0.857142857142857,1,75
Perceptual,1,4,75
Perceptual,0.9,3,75
Perceptual,0.444444444444444,6,75
Perceptual,0.142857142857143,1,75
Perceptual,0.916666666666667,6,75
Perceptual,0.833333333333333,6,75
Perceptual,0.777777777777778,1,75
Perceptual,0.636363636363636,2,75
Perceptual,0.5,3,75
Perceptual,0.555555555555556,2,75
Perceptual,0.307692307692308,6,75
