subject,oddballtype,recall,sp,pfr
66,Emotional,all,10,0.05
67,Emotional,all,10,0
68,Emotional,all,10,0.0526315789473684
69,Emotional,all,10,0.05
70,Emotional,all,10,0.15
71,Emotional,all,10,0.05
72,Emotional,all,10,0.1
73,Emotional,all,10,0
74,Emotional,all,10,0
75,Emotional,all,10,0.05
4,Emotional,all,11,0.15
5,Emotional,all,11,0.05
6,Emotional,all,11,0.05
7,Emotional,all,11,0.0526315789473684
9,Emotional,all,11,0
10,Emotional,all,11,0.05
11,Emotional,all,11,0
12,Emotional,all,11,0.05
14,Emotional,all,11,0
15,Emotional,all,11,0.05
16,Emotional,all,11,0
17,Emotional,all,11,0
18,Emotional,all,11,0
19,Emotional,all,11,0
20,Emotional,all,11,0
21,Emotional,all,11,0
22,Emotional,all,11,0.1
23,Emotional,all,11,0
24,Emotional,all,11,0.2
25,Emotional,all,11,0
26,Emotional,all,11,0
27,Emotional,all,11,0.05
28,Emotional,all,11,0.05
29,Emotional,all,11,0.1
30,Emotional,all,11,0
31,Emotional,all,11,0.1
32,Emotional,all,11,0
33,Emotional,all,11,0.05
34,Emotional,all,11,0.05
35,Emotional,all,11,0.05
36,Emotional,all,11,0.0952380952380952
37,Emotional,all,11,0.05
38,Emotional,all,11,0.15
39,Emotional,all,11,0.1
40,Emotional,all,11,0
41,Emotional,all,11,0.1
42,Emotional,all,11,0.2
43,Emotional,all,11,0.0526315789473684
44,Emotional,all,11,0
45,Emotional,all,11,0.2
46,Emotional,all,11,0.0526315789473684
47,Emotional,all,11,0.1
48,Emotional,all,11,0
49,Emotional,all,11,0
50,Emotional,all,11,0
51,Emotional,all,11,0
52,Emotional,all,11,0.105263157894737
53,Emotional,all,11,0.1
54,Emotional,all,11,0
55,Emotional,all,11,0.15
56,Emotional,all,11,0
57,Emotional,all,11,0.1
58,Emotional,all,11,0.1
59,Emotional,all,11,0
60,Emotional,all,11,0.0526315789473684
61,Emotional,all,11,0.1
62,Emotional,all,11,0
63,Emotional,all,11,0.0526315789473684
64,Emotional,all,11,0.0526315789473684
65,Emotional,all,11,0.0555555555555556
66,Emotional,all,11,0.05
67,Emotional,all,11,0.05
68,Emotional,all,11,0
69,Emotional,all,11,0.05
70,Emotional,all,11,0.05
71,Emotional,all,11,0
72,Emotional,all,11,0
73,Emotional,all,11,0.05
74,Emotional,all,11,0.05
75,Emotional,all,11,0.05
4,Emotional,all,12,0.1
5,Emotional,all,12,0.1
6,Emotional,all,12,0.2
7,Emotional,all,12,0
9,Emotional,all,12,0.05
10,Emotional,all,12,0.05
11,Emotional,all,12,0
12,Emotional,all,12,0
14,Emotional,all,12,0
15,Emotional,all,12,0
16,Emotional,all,12,0
17,Emotional,all,12,0.1
18,Emotional,all,12,0
19,Emotional,all,12,0
20,Emotional,all,12,0
21,Emotional,all,12,0.05
22,Emotional,all,12,0
23,Emotional,all,12,0
24,Emotional,all,12,0.05
25,Emotional,all,12,0.1
26,Emotional,all,12,0
27,Emotional,all,12,0.1
28,Emotional,all,12,0.1
29,Emotional,all,12,0.05
30,Emotional,all,12,0.1
31,Emotional,all,12,0
32,Emotional,all,12,0
33,Emotional,all,12,0.05
34,Emotional,all,12,0.1
35,Emotional,all,12,0.05
36,Emotional,all,12,0.0476190476190476
37,Emotional,all,12,0.1
38,Emotional,all,12,0.05
39,Emotional,all,12,0.1
40,Emotional,all,12,0
41,Emotional,all,12,0.2
42,Emotional,all,12,0.1
43,Emotional,all,12,0
44,Emotional,all,12,0
45,Emotional,all,12,0
46,Emotional,all,12,0.105263157894737
47,Emotional,all,12,0
48,Emotional,all,12,0.15
49,Emotional,all,12,0.1
50,Emotional,all,12,0.05
51,Emotional,all,12,0
52,Emotional,all,12,0.157894736842105
53,Emotional,all,12,0.1
54,Emotional,all,12,0
55,Emotional,all,12,0.15
56,Emotional,all,12,0
57,Emotional,all,12,0
58,Emotional,all,12,0
59,Emotional,all,12,0.05
60,Emotional,all,12,0
61,Emotional,all,12,0.05
62,Emotional,all,12,0.1
63,Emotional,all,12,0.0526315789473684
64,Emotional,all,12,0
65,Emotional,all,12,0
66,Emotional,all,12,0
67,Emotional,all,12,0.05
68,Emotional,all,12,0
69,Emotional,all,12,0
70,Emotional,all,12,0.05
71,Emotional,all,12,0
72,Emotional,all,12,0.1
73,Emotional,all,12,0.05
74,Emotional,all,12,0.05
75,Emotional,all,12,0
4,Emotional,all,13,0.05
5,Emotional,all,13,0
6,Emotional,all,13,0
7,Emotional,all,13,0.157894736842105
9,Emotional,all,13,0.05
10,Emotional,all,13,0.05
11,Emotional,all,13,0
12,Emotional,all,13,0.05
14,Emotional,all,13,0.05
15,Emotional,all,13,0.1
16,Emotional,all,13,0.05
17,Emotional,all,13,0.05
18,Emotional,all,13,0.05
19,Emotional,all,13,0.05
20,Emotional,all,13,0.2
21,Emotional,all,13,0.1
22,Emotional,all,13,0
23,Emotional,all,13,0.05
24,Emotional,all,13,0.05
25,Emotional,all,13,0.05
26,Emotional,all,13,0.15
27,Emotional,all,13,0.15
28,Emotional,all,13,0.05
29,Emotional,all,13,0
30,Emotional,all,13,0
31,Emotional,all,13,0.1
32,Emotional,all,13,0.05
33,Emotional,all,13,0.15
34,Emotional,all,13,0.1
35,Emotional,all,13,0
36,Emotional,all,13,0.0476190476190476
37,Emotional,all,13,0.05
38,Emotional,all,13,0
39,Emotional,all,13,0
40,Emotional,all,13,0.0476190476190476
41,Emotional,all,13,0
42,Emotional,all,13,0.1
43,Emotional,all,13,0.0526315789473684
44,Emotional,all,13,0.05
45,Emotional,all,13,0
46,Emotional,all,13,0.105263157894737
47,Emotional,all,13,0.05
48,Emotional,all,13,0.05
49,Emotional,all,13,0
50,Emotional,all,13,0.1
51,Emotional,all,13,0.263157894736842
52,Emotional,all,13,0
53,Emotional,all,13,0.05
54,Emotional,all,13,0.1
55,Emotional,all,13,0
56,Emotional,all,13,0.15
57,Emotional,all,13,0.05
58,Emotional,all,13,0.05
59,Emotional,all,13,0.1
60,Emotional,all,13,0.105263157894737
61,Emotional,all,13,0.1
62,Emotional,all,13,0.05
63,Emotional,all,13,0
64,Emotional,all,13,0.105263157894737
65,Emotional,all,13,0
66,Emotional,all,13,0
67,Emotional,all,13,0.1
68,Emotional,all,13,0.0526315789473684
69,Emotional,all,13,0.05
70,Emotional,all,13,0.05
71,Emotional,all,13,0.05
72,Emotional,all,13,0
73,Emotional,all,13,0
74,Emotional,all,13,0.05
75,Emotional,all,13,0
4,Emotional,all,14,0.05
5,Emotional,all,14,0.25
6,Emotional,all,14,0
7,Emotional,all,14,0.105263157894737
9,Emotional,all,14,0.05
10,Emotional,all,14,0.2
11,Emotional,all,14,0
12,Emotional,all,14,0
14,Emotional,all,14,0
15,Emotional,all,14,0.2
16,Emotional,all,14,0.05
17,Emotional,all,14,0
18,Emotional,all,14,0.05
19,Emotional,all,14,0.05
20,Emotional,all,14,0.05
21,Emotional,all,14,0.15
22,Emotional,all,14,0
23,Emotional,all,14,0
24,Emotional,all,14,0.15
25,Emotional,all,14,0.1
26,Emotional,all,14,0.1
27,Emotional,all,14,0.05
28,Emotional,all,14,0.05
29,Emotional,all,14,0.2
30,Emotional,all,14,0.05
31,Emotional,all,14,0.05
32,Emotional,all,14,0
33,Emotional,all,14,0
34,Emotional,all,14,0
35,Emotional,all,14,0.1
36,Emotional,all,14,0
37,Emotional,all,14,0.05
38,Emotional,all,14,0.25
39,Emotional,all,14,0.05
40,Emotional,all,14,0.0476190476190476
41,Emotional,all,14,0
42,Emotional,all,14,0.2
43,Emotional,all,14,0.0526315789473684
44,Emotional,all,14,0
45,Emotional,all,14,0.1
46,Emotional,all,14,0
47,Emotional,all,14,0
48,Emotional,all,14,0.25
49,Emotional,all,14,0
50,Emotional,all,14,0.1
51,Emotional,all,14,0
52,Emotional,all,14,0
53,Emotional,all,14,0.05
54,Emotional,all,14,0.15
55,Emotional,all,14,0.15
56,Emotional,all,14,0
57,Emotional,all,14,0.15
58,Emotional,all,14,0.05
59,Emotional,all,14,0.1
60,Emotional,all,14,0.263157894736842
61,Emotional,all,14,0.05
62,Emotional,all,14,0.05
63,Emotional,all,14,0
64,Emotional,all,14,0.0526315789473684
65,Emotional,all,14,0.0555555555555556
66,Emotional,all,14,0.05
67,Emotional,all,14,0.1
68,Emotional,all,14,0.105263157894737
69,Emotional,all,14,0.15
70,Emotional,all,14,0.2
71,Emotional,all,14,0.05
72,Emotional,all,14,0
73,Emotional,all,14,0.05
74,Emotional,all,14,0
75,Emotional,all,14,0
4,Perceptual,remembered,1,0.230769230769231
5,Perceptual,remembered,1,0.0833333333333333
6,Perceptual,remembered,1,0.0909090909090909
7,Perceptual,remembered,1,0.2
9,Perceptual,remembered,1,0.384615384615385
10,Perceptual,remembered,1,0.0909090909090909
11,Perceptual,remembered,1,0.4375
12,Perceptual,remembered,1,0.25
14,Perceptual,remembered,1,0.0714285714285714
15,Perceptual,remembered,1,0.153846153846154
16,Perceptual,remembered,1,0.555555555555556
17,Perceptual,remembered,1,0.25
18,Perceptual,remembered,1,0.25
19,Perceptual,remembered,1,0.461538461538462
20,Perceptual,remembered,1,0.266666666666667
21,Perceptual,remembered,1,0
22,Perceptual,remembered,1,0.647058823529412
23,Perceptual,remembered,1,0.333333333333333
24,Perceptual,remembered,1,0.25
25,Perceptual,remembered,1,0.0666666666666667
26,Perceptual,remembered,1,0.583333333333333
27,Perceptual,remembered,1,0
28,Perceptual,remembered,1,0.272727272727273
29,Perceptual,remembered,1,0.2
30,Perceptual,remembered,1,0.357142857142857
31,Perceptual,remembered,1,0.4
32,Perceptual,remembered,1,0.3
33,Perceptual,remembered,1,0
34,Perceptual,remembered,1,0.214285714285714
35,Perceptual,remembered,1,0.285714285714286
36,Perceptual,remembered,1,0.25
37,Perceptual,remembered,1,0.214285714285714
38,Perceptual,remembered,1,0.0666666666666667
39,Perceptual,remembered,1,0.363636363636364
40,Perceptual,remembered,1,0.4
41,Perceptual,remembered,1,0.272727272727273
42,Perceptual,remembered,1,0.125
43,Perceptual,remembered,1,0.5
44,Perceptual,remembered,1,0.6
45,Perceptual,remembered,1,0.272727272727273
46,Perceptual,remembered,1,0.1875
47,Perceptual,remembered,1,0
48,Perceptual,remembered,1,0.0909090909090909
49,Perceptual,remembered,1,0.0769230769230769
50,Perceptual,remembered,1,0.545454545454545
51,Perceptual,remembered,1,0.384615384615385
52,Perceptual,remembered,1,0.25
53,Perceptual,remembered,1,0.230769230769231
54,Perceptual,remembered,1,0.363636363636364
55,Perceptual,remembered,1,0.307692307692308
56,Perceptual,remembered,1,0
57,Perceptual,remembered,1,0
58,Perceptual,remembered,1,0.111111111111111
59,Perceptual,remembered,1,0.6
60,Perceptual,remembered,1,0.0833333333333333
61,Perceptual,remembered,1,0.214285714285714
62,Perceptual,remembered,1,0.3
63,Perceptual,remembered,1,0.333333333333333
64,Perceptual,remembered,1,0.538461538461538
65,Perceptual,remembered,1,0.444444444444444
66,Perceptual,remembered,1,0.214285714285714
67,Perceptual,remembered,1,0.166666666666667
68,Perceptual,remembered,1,0.4
69,Perceptual,remembered,1,0.0714285714285714
70,Perceptual,remembered,1,0.222222222222222
71,Perceptual,remembered,1,0.363636363636364
72,Perceptual,remembered,1,0.1
73,Perceptual,remembered,1,0.647058823529412
74,Perceptual,remembered,1,0.363636363636364
75,Perceptual,remembered,1,0.416666666666667
4,Perceptual,remembered,2,0
5,Perceptual,remembered,2,0.166666666666667
6,Perceptual,remembered,2,0
7,Perceptual,remembered,2,0
9,Perceptual,remembered,2,0.0769230769230769
10,Perceptual,remembered,2,0
11,Perceptual,remembered,2,0.125
12,Perceptual,remembered,2,0.0833333333333333
14,Perceptual,remembered,2,0.214285714285714
15,Perceptual,remembered,2,0.153846153846154
16,Perceptual,remembered,2,0.111111111111111
17,Perceptual,remembered,2,0.0833333333333333
18,Perceptual,remembered,2,0
19,Perceptual,remembered,2,0
20,Perceptual,remembered,2,0.0666666666666667
21,Perceptual,remembered,2,0
22,Perceptual,remembered,2,0.176470588235294
23,Perceptual,remembered,2,0
24,Perceptual,remembered,2,0
25,Perceptual,remembered,2,0
26,Perceptual,remembered,2,0
27,Perceptual,remembered,2,0.142857142857143
28,Perceptual,remembered,2,0
29,Perceptual,remembered,2,0
30,Perceptual,remembered,2,0.214285714285714
31,Perceptual,remembered,2,0
32,Perceptual,remembered,2,0.2
33,Perceptual,remembered,2,0.2
34,Perceptual,remembered,2,0.0714285714285714
35,Perceptual,remembered,2,0.214285714285714
36,Perceptual,remembered,2,0.0833333333333333
37,Perceptual,remembered,2,0.0714285714285714
38,Perceptual,remembered,2,0
39,Perceptual,remembered,2,0
40,Perceptual,remembered,2,0.0666666666666667
41,Perceptual,remembered,2,0
42,Perceptual,remembered,2,0.1875
43,Perceptual,remembered,2,0.0833333333333333
44,Perceptual,remembered,2,0.1
45,Perceptual,remembered,2,0.0909090909090909
46,Perceptual,remembered,2,0.125
47,Perceptual,remembered,2,0.0909090909090909
48,Perceptual,remembered,2,0
49,Perceptual,remembered,2,0.0769230769230769
50,Perceptual,remembered,2,0
51,Perceptual,remembered,2,0.0769230769230769
52,Perceptual,remembered,2,0.125
53,Perceptual,remembered,2,0.153846153846154
54,Perceptual,remembered,2,0.181818181818182
55,Perceptual,remembered,2,0
56,Perceptual,remembered,2,0
57,Perceptual,remembered,2,0
58,Perceptual,remembered,2,0.333333333333333
59,Perceptual,remembered,2,0
60,Perceptual,remembered,2,0
61,Perceptual,remembered,2,0.0714285714285714
62,Perceptual,remembered,2,0.1
63,Perceptual,remembered,2,0.133333333333333
64,Perceptual,remembered,2,0.153846153846154
65,Perceptual,remembered,2,0.111111111111111
66,Perceptual,remembered,2,0
67,Perceptual,remembered,2,0.0833333333333333
68,Perceptual,remembered,2,0.2
69,Perceptual,remembered,2,0.428571428571429
70,Perceptual,remembered,2,0.111111111111111
71,Perceptual,remembered,2,0.181818181818182
72,Perceptual,remembered,2,0.1
73,Perceptual,remembered,2,0.0588235294117647
74,Perceptual,remembered,2,0.181818181818182
75,Perceptual,remembered,2,0.0833333333333333
4,Perceptual,remembered,3,0.0769230769230769
5,Perceptual,remembered,3,0.166666666666667
6,Perceptual,remembered,3,0.363636363636364
7,Perceptual,remembered,3,0
9,Perceptual,remembered,3,0.0769230769230769
10,Perceptual,remembered,3,0
11,Perceptual,remembered,3,0.0625
12,Perceptual,remembered,3,0
14,Perceptual,remembered,3,0.0714285714285714
15,Perceptual,remembered,3,0
16,Perceptual,remembered,3,0
17,Perceptual,remembered,3,0
18,Perceptual,remembered,3,0.166666666666667
19,Perceptual,remembered,3,0
20,Perceptual,remembered,3,0.133333333333333
21,Perceptual,remembered,3,0.125
22,Perceptual,remembered,3,0
23,Perceptual,remembered,3,0
24,Perceptual,remembered,3,0
25,Perceptual,remembered,3,0.133333333333333
26,Perceptual,remembered,3,0.0833333333333333
27,Perceptual,remembered,3,0.0714285714285714
28,Perceptual,remembered,3,0
29,Perceptual,remembered,3,0
30,Perceptual,remembered,3,0
31,Perceptual,remembered,3,0
32,Perceptual,remembered,3,0.1
33,Perceptual,remembered,3,0
34,Perceptual,remembered,3,0
35,Perceptual,remembered,3,0
36,Perceptual,remembered,3,0.0833333333333333
37,Perceptual,remembered,3,0.0714285714285714
38,Perceptual,remembered,3,0
39,Perceptual,remembered,3,0
40,Perceptual,remembered,3,0.0666666666666667
41,Perceptual,remembered,3,0.0909090909090909
42,Perceptual,remembered,3,0
43,Perceptual,remembered,3,0
44,Perceptual,remembered,3,0
45,Perceptual,remembered,3,0.0909090909090909
46,Perceptual,remembered,3,0
47,Perceptual,remembered,3,0
48,Perceptual,remembered,3,0.0909090909090909
49,Perceptual,remembered,3,0.230769230769231
50,Perceptual,remembered,3,0
51,Perceptual,remembered,3,0
52,Perceptual,remembered,3,0
53,Perceptual,remembered,3,0.0769230769230769
54,Perceptual,remembered,3,0
55,Perceptual,remembered,3,0.0769230769230769
56,Perceptual,remembered,3,0.0714285714285714
57,Perceptual,remembered,3,0
58,Perceptual,remembered,3,0
59,Perceptual,remembered,3,0
60,Perceptual,remembered,3,0.0833333333333333
61,Perceptual,remembered,3,0.0714285714285714
62,Perceptual,remembered,3,0
63,Perceptual,remembered,3,0
64,Perceptual,remembered,3,0
65,Perceptual,remembered,3,0
66,Perceptual,remembered,3,0
67,Perceptual,remembered,3,0
68,Perceptual,remembered,3,0
69,Perceptual,remembered,3,0.0714285714285714
70,Perceptual,remembered,3,0
71,Perceptual,remembered,3,0.0909090909090909
72,Perceptual,remembered,3,0.1
73,Perceptual,remembered,3,0
74,Perceptual,remembered,3,0.181818181818182
75,Perceptual,remembered,3,0.0833333333333333
4,Perceptual,remembered,4,0.153846153846154
5,Perceptual,remembered,4,0
6,Perceptual,remembered,4,0
7,Perceptual,remembered,4,0.1
9,Perceptual,remembered,4,0
10,Perceptual,remembered,4,0.181818181818182
11,Perceptual,remembered,4,0
12,Perceptual,remembered,4,0.25
14,Perceptual,remembered,4,0
15,Perceptual,remembered,4,0.0769230769230769
16,Perceptual,remembered,4,0.111111111111111
17,Perceptual,remembered,4,0
18,Perceptual,remembered,4,0
19,Perceptual,remembered,4,0.153846153846154
20,Perceptual,remembered,4,0.0666666666666667
21,Perceptual,remembered,4,0.25
22,Perceptual,remembered,4,0
23,Perceptual,remembered,4,0
24,Perceptual,remembered,4,0
25,Perceptual,remembered,4,0
26,Perceptual,remembered,4,0
27,Perceptual,remembered,4,0
28,Perceptual,remembered,4,0.0909090909090909
29,Perceptual,remembered,4,0.2
30,Perceptual,remembered,4,0.0714285714285714
31,Perceptual,remembered,4,0.1
32,Perceptual,remembered,4,0.1
33,Perceptual,remembered,4,0
34,Perceptual,remembered,4,0.214285714285714
35,Perceptual,remembered,4,0.0714285714285714
36,Perceptual,remembered,4,0
37,Perceptual,remembered,4,0
38,Perceptual,remembered,4,0.133333333333333
39,Perceptual,remembered,4,0.181818181818182
40,Perceptual,remembered,4,0
41,Perceptual,remembered,4,0
42,Perceptual,remembered,4,0.125
43,Perceptual,remembered,4,0
44,Perceptual,remembered,4,0
45,Perceptual,remembered,4,0
46,Perceptual,remembered,4,0
47,Perceptual,remembered,4,0
48,Perceptual,remembered,4,0.0909090909090909
49,Perceptual,remembered,4,0.0769230769230769
50,Perceptual,remembered,4,0
51,Perceptual,remembered,4,0.0769230769230769
52,Perceptual,remembered,4,0
53,Perceptual,remembered,4,0
54,Perceptual,remembered,4,0
55,Perceptual,remembered,4,0.0769230769230769
56,Perceptual,remembered,4,0
57,Perceptual,remembered,4,0
58,Perceptual,remembered,4,0
59,Perceptual,remembered,4,0.2
60,Perceptual,remembered,4,0.0833333333333333
61,Perceptual,remembered,4,0
62,Perceptual,remembered,4,0.2
63,Perceptual,remembered,4,0.0666666666666667
64,Perceptual,remembered,4,0
65,Perceptual,remembered,4,0
66,Perceptual,remembered,4,0
67,Perceptual,remembered,4,0
68,Perceptual,remembered,4,0
69,Perceptual,remembered,4,0.0714285714285714
70,Perceptual,remembered,4,0.111111111111111
71,Perceptual,remembered,4,0
72,Perceptual,remembered,4,0
73,Perceptual,remembered,4,0
74,Perceptual,remembered,4,0.0909090909090909
75,Perceptual,remembered,4,0
4,Perceptual,remembered,5,0.0769230769230769
5,Perceptual,remembered,5,0.0833333333333333
6,Perceptual,remembered,5,0.0909090909090909
7,Perceptual,remembered,5,0
9,Perceptual,remembered,5,0.0769230769230769
10,Perceptual,remembered,5,0
11,Perceptual,remembered,5,0.0625
12,Perceptual,remembered,5,0.0833333333333333
14,Perceptual,remembered,5,0
15,Perceptual,remembered,5,0
16,Perceptual,remembered,5,0
17,Perceptual,remembered,5,0.0833333333333333
18,Perceptual,remembered,5,0
19,Perceptual,remembered,5,0
20,Perceptual,remembered,5,0.0666666666666667
21,Perceptual,remembered,5,0
22,Perceptual,remembered,5,0.0588235294117647
23,Perceptual,remembered,5,0.333333333333333
24,Perceptual,remembered,5,0
25,Perceptual,remembered,5,0.133333333333333
26,Perceptual,remembered,5,0
27,Perceptual,remembered,5,0.142857142857143
28,Perceptual,remembered,5,0
29,Perceptual,remembered,5,0
30,Perceptual,remembered,5,0
31,Perceptual,remembered,5,0
32,Perceptual,remembered,5,0
33,Perceptual,remembered,5,0
34,Perceptual,remembered,5,0.0714285714285714
35,Perceptual,remembered,5,0.142857142857143
36,Perceptual,remembered,5,0.0833333333333333
37,Perceptual,remembered,5,0
38,Perceptual,remembered,5,0
39,Perceptual,remembered,5,0
40,Perceptual,remembered,5,0
41,Perceptual,remembered,5,0
42,Perceptual,remembered,5,0
43,Perceptual,remembered,5,0.0833333333333333
44,Perceptual,remembered,5,0.1
45,Perceptual,remembered,5,0
46,Perceptual,remembered,5,0
47,Perceptual,remembered,5,0.0909090909090909
48,Perceptual,remembered,5,0.0909090909090909
49,Perceptual,remembered,5,0.0769230769230769
50,Perceptual,remembered,5,0
51,Perceptual,remembered,5,0
52,Perceptual,remembered,5,0
53,Perceptual,remembered,5,0
54,Perceptual,remembered,5,0.0909090909090909
55,Perceptual,remembered,5,0.153846153846154
56,Perceptual,remembered,5,0.142857142857143
57,Perceptual,remembered,5,0.25
58,Perceptual,remembered,5,0
59,Perceptual,remembered,5,0
60,Perceptual,remembered,5,0.0833333333333333
61,Perceptual,remembered,5,0
62,Perceptual,remembered,5,0
63,Perceptual,remembered,5,0.0666666666666667
64,Perceptual,remembered,5,0.153846153846154
65,Perceptual,remembered,5,0
66,Perceptual,remembered,5,0.0714285714285714
67,Perceptual,remembered,5,0.166666666666667
68,Perceptual,remembered,5,0
69,Perceptual,remembered,5,0
70,Perceptual,remembered,5,0
71,Perceptual,remembered,5,0.0909090909090909
72,Perceptual,remembered,5,0.2
73,Perceptual,remembered,5,0.0588235294117647
74,Perceptual,remembered,5,0.0909090909090909
75,Perceptual,remembered,5,0.0833333333333333
4,Perceptual,remembered,6,0
5,Perceptual,remembered,6,0
6,Perceptual,remembered,6,0.0909090909090909
7,Perceptual,remembered,6,0.1
9,Perceptual,remembered,6,0
10,Perceptual,remembered,6,0
11,Perceptual,remembered,6,0
12,Perceptual,remembered,6,0
14,Perceptual,remembered,6,0.142857142857143
15,Perceptual,remembered,6,0
16,Perceptual,remembered,6,0
17,Perceptual,remembered,6,0.0833333333333333
18,Perceptual,remembered,6,0.166666666666667
19,Perceptual,remembered,6,0.0769230769230769
20,Perceptual,remembered,6,0
21,Perceptual,remembered,6,0
22,Perceptual,remembered,6,0
23,Perceptual,remembered,6,0
24,Perceptual,remembered,6,0.0833333333333333
25,Perceptual,remembered,6,0
26,Perceptual,remembered,6,0
27,Perceptual,remembered,6,0.142857142857143
28,Perceptual,remembered,6,0.0909090909090909
29,Perceptual,remembered,6,0.3
30,Perceptual,remembered,6,0.142857142857143
31,Perceptual,remembered,6,0
32,Perceptual,remembered,6,0
33,Perceptual,remembered,6,0
34,Perceptual,remembered,6,0.0714285714285714
35,Perceptual,remembered,6,0.0714285714285714
36,Perceptual,remembered,6,0.0833333333333333
37,Perceptual,remembered,6,0.0714285714285714
38,Perceptual,remembered,6,0
39,Perceptual,remembered,6,0.0909090909090909
40,Perceptual,remembered,6,0.0666666666666667
41,Perceptual,remembered,6,0.0909090909090909
42,Perceptual,remembered,6,0
43,Perceptual,remembered,6,0
44,Perceptual,remembered,6,0
45,Perceptual,remembered,6,0
46,Perceptual,remembered,6,0
47,Perceptual,remembered,6,0
48,Perceptual,remembered,6,0
49,Perceptual,remembered,6,0.0769230769230769
50,Perceptual,remembered,6,0
51,Perceptual,remembered,6,0
52,Perceptual,remembered,6,0
53,Perceptual,remembered,6,0.0769230769230769
54,Perceptual,remembered,6,0
55,Perceptual,remembered,6,0
56,Perceptual,remembered,6,0.0714285714285714
57,Perceptual,remembered,6,0
58,Perceptual,remembered,6,0.111111111111111
59,Perceptual,remembered,6,0
60,Perceptual,remembered,6,0.0833333333333333
61,Perceptual,remembered,6,0.142857142857143
62,Perceptual,remembered,6,0
63,Perceptual,remembered,6,0.0666666666666667
64,Perceptual,remembered,6,0
65,Perceptual,remembered,6,0
66,Perceptual,remembered,6,0
67,Perceptual,remembered,6,0.0833333333333333
68,Perceptual,remembered,6,0.1
69,Perceptual,remembered,6,0.0714285714285714
70,Perceptual,remembered,6,0
71,Perceptual,remembered,6,0.0909090909090909
72,Perceptual,remembered,6,0
73,Perceptual,remembered,6,0
74,Perceptual,remembered,6,0
75,Perceptual,remembered,6,0.0833333333333333
4,Perceptual,remembered,7,0
5,Perceptual,remembered,7,0
6,Perceptual,remembered,7,0.181818181818182
7,Perceptual,remembered,7,0.1
9,Perceptual,remembered,7,0.0769230769230769
10,Perceptual,remembered,7,0
11,Perceptual,remembered,7,0.0625
12,Perceptual,remembered,7,0
14,Perceptual,remembered,7,0.0714285714285714
15,Perceptual,remembered,7,0.0769230769230769
16,Perceptual,remembered,7,0
17,Perceptual,remembered,7,0
18,Perceptual,remembered,7,0
19,Perceptual,remembered,7,0
20,Perceptual,remembered,7,0.0666666666666667
21,Perceptual,remembered,7,0.125
22,Perceptual,remembered,7,0
23,Perceptual,remembered,7,0
24,Perceptual,remembered,7,0.166666666666667
25,Perceptual,remembered,7,0
26,Perceptual,remembered,7,0.0833333333333333
27,Perceptual,remembered,7,0
28,Perceptual,remembered,7,0.0909090909090909
29,Perceptual,remembered,7,0
30,Perceptual,remembered,7,0.0714285714285714
31,Perceptual,remembered,7,0.1
32,Perceptual,remembered,7,0
33,Perceptual,remembered,7,0.3
34,Perceptual,remembered,7,0.142857142857143
35,Perceptual,remembered,7,0.0714285714285714
36,Perceptual,remembered,7,0.0833333333333333
37,Perceptual,remembered,7,0.142857142857143
38,Perceptual,remembered,7,0
39,Perceptual,remembered,7,0
40,Perceptual,remembered,7,0.2
41,Perceptual,remembered,7,0.0909090909090909
42,Perceptual,remembered,7,0.125
43,Perceptual,remembered,7,0
44,Perceptual,remembered,7,0
45,Perceptual,remembered,7,0.0909090909090909
46,Perceptual,remembered,7,0.125
47,Perceptual,remembered,7,0.272727272727273
48,Perceptual,remembered,7,0.272727272727273
49,Perceptual,remembered,7,0.153846153846154
50,Perceptual,remembered,7,0.0909090909090909
51,Perceptual,remembered,7,0
52,Perceptual,remembered,7,0
53,Perceptual,remembered,7,0.230769230769231
54,Perceptual,remembered,7,0.0909090909090909
55,Perceptual,remembered,7,0.0769230769230769
56,Perceptual,remembered,7,0
57,Perceptual,remembered,7,0
58,Perceptual,remembered,7,0.111111111111111
59,Perceptual,remembered,7,0
60,Perceptual,remembered,7,0.0833333333333333
61,Perceptual,remembered,7,0
62,Perceptual,remembered,7,0
63,Perceptual,remembered,7,0.0666666666666667
64,Perceptual,remembered,7,0
65,Perceptual,remembered,7,0.111111111111111
66,Perceptual,remembered,7,0.285714285714286
67,Perceptual,remembered,7,0.0833333333333333
68,Perceptual,remembered,7,0
69,Perceptual,remembered,7,0
70,Perceptual,remembered,7,0
71,Perceptual,remembered,7,0
72,Perceptual,remembered,7,0
73,Perceptual,remembered,7,0
74,Perceptual,remembered,7,0
75,Perceptual,remembered,7,0
4,Perceptual,remembered,8,0
5,Perceptual,remembered,8,0.0833333333333333
6,Perceptual,remembered,8,0.0909090909090909
7,Perceptual,remembered,8,0.1
9,Perceptual,remembered,8,0
10,Perceptual,remembered,8,0.0909090909090909
11,Perceptual,remembered,8,0.0625
12,Perceptual,remembered,8,0.0833333333333333
14,Perceptual,remembered,8,0.142857142857143
15,Perceptual,remembered,8,0
16,Perceptual,remembered,8,0.111111111111111
17,Perceptual,remembered,8,0.166666666666667
18,Perceptual,remembered,8,0.0833333333333333
19,Perceptual,remembered,8,0
20,Perceptual,remembered,8,0
21,Perceptual,remembered,8,0.125
22,Perceptual,remembered,8,0
23,Perceptual,remembered,8,0
