subject,oddballtype,recall,sp,pfr
75,Emotional,remembered,11,0
4,Emotional,remembered,12,0.111111111111111
5,Emotional,remembered,12,0.166666666666667
6,Emotional,remembered,12,0.272727272727273
7,Emotional,remembered,12,0
9,Emotional,remembered,12,0.0714285714285714
10,Emotional,remembered,12,0.0769230769230769
11,Emotional,remembered,12,0
12,Emotional,remembered,12,0
14,Emotional,remembered,12,0
15,Emotional,remembered,12,0
16,Emotional,remembered,12,0
17,Emotional,remembered,12,0.111111111111111
18,Emotional,remembered,12,0
19,Emotional,remembered,12,0
20,Emotional,remembered,12,0
21,Emotional,remembered,12,0.1
22,Emotional,remembered,12,0
23,Emotional,remembered,12,0
24,Emotional,remembered,12,0.0909090909090909
25,Emotional,remembered,12,0.0909090909090909
26,Emotional,remembered,12,0
27,Emotional,remembered,12,0.133333333333333
28,Emotional,remembered,12,0.0833333333333333
29,Emotional,remembered,12,0.0625
30,Emotional,remembered,12,0.111111111111111
31,Emotional,remembered,12,0
32,Emotional,remembered,12,0
33,Emotional,remembered,12,0
34,Emotional,remembered,12,0.142857142857143
35,Emotional,remembered,12,0.0714285714285714
36,Emotional,remembered,12,0
37,Emotional,remembered,12,0.0714285714285714
38,Emotional,remembered,12,0.0909090909090909
39,Emotional,remembered,12,0.125
40,Emotional,remembered,12,0
41,Emotional,remembered,12,0.214285714285714
42,Emotional,remembered,12,0.133333333333333
43,Emotional,remembered,12,0
44,Emotional,remembered,12,0
45,Emotional,remembered,12,0
46,Emotional,remembered,12,0.166666666666667
47,Emotional,remembered,12,0
48,Emotional,remembered,12,0.111111111111111
49,Emotional,remembered,12,0.0714285714285714
50,Emotional,remembered,12,0.0714285714285714
51,Emotional,remembered,12,0
52,Emotional,remembered,12,0.230769230769231
53,Emotional,remembered,12,0.166666666666667
54,Emotional,remembered,12,0
55,Emotional,remembered,12,0.1
56,Emotional,remembered,12,0
57,Emotional,remembered,12,0
58,Emotional,remembered,12,0
59,Emotional,remembered,12,0.1
60,Emotional,remembered,12,0
61,Emotional,remembered,12,0.1
62,Emotional,remembered,12,0.142857142857143
63,Emotional,remembered,12,0
64,Emotional,remembered,12,0
65,Emotional,remembered,12,0
66,Emotional,remembered,12,0
67,Emotional,remembered,12,0.0714285714285714
68,Emotional,remembered,12,0
69,Emotional,remembered,12,0
70,Emotional,remembered,12,0
71,Emotional,remembered,12,0
72,Emotional,remembered,12,0.1
73,Emotional,remembered,12,0.111111111111111
74,Emotional,remembered,12,0.25
75,Emotional,remembered,12,0
4,Emotional,remembered,13,0
5,Emotional,remembered,13,0
6,Emotional,remembered,13,0
7,Emotional,remembered,13,0.125
9,Emotional,remembered,13,0
10,Emotional,remembered,13,0
11,Emotional,remembered,13,0
12,Emotional,remembered,13,0
14,Emotional,remembered,13,0.0666666666666667
15,Emotional,remembered,13,0.125
16,Emotional,remembered,13,0
17,Emotional,remembered,13,0.111111111111111
18,Emotional,remembered,13,0.0588235294117647
19,Emotional,remembered,13,0.0909090909090909
20,Emotional,remembered,13,0
21,Emotional,remembered,13,0.1
22,Emotional,remembered,13,0
23,Emotional,remembered,13,0.111111111111111
24,Emotional,remembered,13,0
25,Emotional,remembered,13,0
26,Emotional,remembered,13,0
27,Emotional,remembered,13,0.133333333333333
28,Emotional,remembered,13,0
29,Emotional,remembered,13,0
30,Emotional,remembered,13,0
31,Emotional,remembered,13,0.0666666666666667
32,Emotional,remembered,13,0.0769230769230769
33,Emotional,remembered,13,0.133333333333333
34,Emotional,remembered,13,0.142857142857143
35,Emotional,remembered,13,0
36,Emotional,remembered,13,0
37,Emotional,remembered,13,0
38,Emotional,remembered,13,0
39,Emotional,remembered,13,0
40,Emotional,remembered,13,0.0588235294117647
41,Emotional,remembered,13,0
42,Emotional,remembered,13,0.0666666666666667
43,Emotional,remembered,13,0.0833333333333333
44,Emotional,remembered,13,0.125
45,Emotional,remembered,13,0
46,Emotional,remembered,13,0.0833333333333333
47,Emotional,remembered,13,0.0666666666666667
48,Emotional,remembered,13,0
49,Emotional,remembered,13,0
50,Emotional,remembered,13,0.0714285714285714
51,Emotional,remembered,13,0.153846153846154
52,Emotional,remembered,13,0
53,Emotional,remembered,13,0
54,Emotional,remembered,13,0.117647058823529
55,Emotional,remembered,13,0
56,Emotional,remembered,13,0.111111111111111
57,Emotional,remembered,13,0
58,Emotional,remembered,13,0.0714285714285714
59,Emotional,remembered,13,0.1
60,Emotional,remembered,13,0.153846153846154
61,Emotional,remembered,13,0
62,Emotional,remembered,13,0
63,Emotional,remembered,13,0
64,Emotional,remembered,13,0.0714285714285714
65,Emotional,remembered,13,0
66,Emotional,remembered,13,0
67,Emotional,remembered,13,0.142857142857143
68,Emotional,remembered,13,0
69,Emotional,remembered,13,0.0666666666666667
70,Emotional,remembered,13,0
71,Emotional,remembered,13,0.0833333333333333
72,Emotional,remembered,13,0
73,Emotional,remembered,13,0
74,Emotional,remembered,13,0
75,Emotional,remembered,13,0
4,Emotional,remembered,14,0
5,Emotional,remembered,14,0.25
6,Emotional,remembered,14,0
7,Emotional,remembered,14,0
9,Emotional,remembered,14,0
10,Emotional,remembered,14,0.153846153846154
11,Emotional,remembered,14,0
12,Emotional,remembered,14,0
14,Emotional,remembered,14,0
15,Emotional,remembered,14,0.25
16,Emotional,remembered,14,0.0833333333333333
17,Emotional,remembered,14,0
18,Emotional,remembered,14,0.0588235294117647
19,Emotional,remembered,14,0
20,Emotional,remembered,14,0.0909090909090909
21,Emotional,remembered,14,0.1
22,Emotional,remembered,14,0
23,Emotional,remembered,14,0
24,Emotional,remembered,14,0.272727272727273
25,Emotional,remembered,14,0
26,Emotional,remembered,14,0
27,Emotional,remembered,14,0.0666666666666667
28,Emotional,remembered,14,0
29,Emotional,remembered,14,0.25
30,Emotional,remembered,14,0.111111111111111
31,Emotional,remembered,14,0.0666666666666667
32,Emotional,remembered,14,0
33,Emotional,remembered,14,0
34,Emotional,remembered,14,0
35,Emotional,remembered,14,0.142857142857143
36,Emotional,remembered,14,0
37,Emotional,remembered,14,0.0714285714285714
38,Emotional,remembered,14,0.272727272727273
39,Emotional,remembered,14,0.0625
40,Emotional,remembered,14,0
41,Emotional,remembered,14,0
42,Emotional,remembered,14,0.133333333333333
43,Emotional,remembered,14,0.0833333333333333
44,Emotional,remembered,14,0
45,Emotional,remembered,14,0
46,Emotional,remembered,14,0
47,Emotional,remembered,14,0
48,Emotional,remembered,14,0.333333333333333
49,Emotional,remembered,14,0
50,Emotional,remembered,14,0.0714285714285714
51,Emotional,remembered,14,0
52,Emotional,remembered,14,0
53,Emotional,remembered,14,0
54,Emotional,remembered,14,0.117647058823529
55,Emotional,remembered,14,0.1
56,Emotional,remembered,14,0
57,Emotional,remembered,14,0
58,Emotional,remembered,14,0
59,Emotional,remembered,14,0
60,Emotional,remembered,14,0.307692307692308
61,Emotional,remembered,14,0
62,Emotional,remembered,14,0
63,Emotional,remembered,14,0
64,Emotional,remembered,14,0.0714285714285714
65,Emotional,remembered,14,0.111111111111111
66,Emotional,remembered,14,0
67,Emotional,remembered,14,0.0714285714285714
68,Emotional,remembered,14,0.0769230769230769
69,Emotional,remembered,14,0.133333333333333
70,Emotional,remembered,14,0.2
71,Emotional,remembered,14,0.0833333333333333
72,Emotional,remembered,14,0
73,Emotional,remembered,14,0
74,Emotional,remembered,14,0
75,Emotional,remembered,14,0
4,Emotional,all,1,0.3
5,Emotional,all,1,0.05
6,Emotional,all,1,0.15
7,Emotional,all,1,0.157894736842105
9,Emotional,all,1,0.35
10,Emotional,all,1,0.25
11,Emotional,all,1,0.65
12,Emotional,all,1,0.55
14,Emotional,all,1,0.35
15,Emotional,all,1,0.35
16,Emotional,all,1,0.55
17,Emotional,all,1,0.15
18,Emotional,all,1,0.45
19,Emotional,all,1,0.3
20,Emotional,all,1,0.15
21,Emotional,all,1,0.2
22,Emotional,all,1,0.7
23,Emotional,all,1,0.25
24,Emotional,all,1,0.15
25,Emotional,all,1,0.15
26,Emotional,all,1,0.25
27,Emotional,all,1,0.15
28,Emotional,all,1,0.1
29,Emotional,all,1,0.25
30,Emotional,all,1,0.35
31,Emotional,all,1,0.05
32,Emotional,all,1,0.15
33,Emotional,all,1,0.15
34,Emotional,all,1,0.2
35,Emotional,all,1,0.3
36,Emotional,all,1,0.238095238095238
37,Emotional,all,1,0.3
38,Emotional,all,1,0.1
39,Emotional,all,1,0.3
40,Emotional,all,1,0.428571428571429
41,Emotional,all,1,0
42,Emotional,all,1,0.05
43,Emotional,all,1,0.368421052631579
44,Emotional,all,1,0.5
45,Emotional,all,1,0.15
46,Emotional,all,1,0.315789473684211
47,Emotional,all,1,0.05
48,Emotional,all,1,0.3
49,Emotional,all,1,0.3
50,Emotional,all,1,0.2
51,Emotional,all,1,0.210526315789474
52,Emotional,all,1,0.263157894736842
53,Emotional,all,1,0.05
54,Emotional,all,1,0.15
55,Emotional,all,1,0.2
56,Emotional,all,1,0.2
57,Emotional,all,1,0.2
58,Emotional,all,1,0.35
59,Emotional,all,1,0.55
60,Emotional,all,1,0
61,Emotional,all,1,0.2
62,Emotional,all,1,0.45
63,Emotional,all,1,0.368421052631579
64,Emotional,all,1,0.210526315789474
65,Emotional,all,1,0.388888888888889
66,Emotional,all,1,0.25
67,Emotional,all,1,0.3
68,Emotional,all,1,0.421052631578947
69,Emotional,all,1,0.2
70,Emotional,all,1,0.1
71,Emotional,all,1,0.25
72,Emotional,all,1,0.15
73,Emotional,all,1,0.4
74,Emotional,all,1,0.2
75,Emotional,all,1,0.2
4,Emotional,all,2,0.05
5,Emotional,all,2,0.1
6,Emotional,all,2,0.05
7,Emotional,all,2,0.157894736842105
9,Emotional,all,2,0.1
10,Emotional,all,2,0.05
11,Emotional,all,2,0
12,Emotional,all,2,0.05
14,Emotional,all,2,0.2
15,Emotional,all,2,0.1
16,Emotional,all,2,0.15
17,Emotional,all,2,0.15
18,Emotional,all,2,0.1
19,Emotional,all,2,0.1
20,Emotional,all,2,0.05
21,Emotional,all,2,0.05
22,Emotional,all,2,0.1
23,Emotional,all,2,0.1
24,Emotional,all,2,0.05
25,Emotional,all,2,0.05
26,Emotional,all,2,0.05
27,Emotional,all,2,0.05
28,Emotional,all,2,0
29,Emotional,all,2,0
30,Emotional,all,2,0.1
31,Emotional,all,2,0.15
32,Emotional,all,2,0.1
33,Emotional,all,2,0.05
34,Emotional,all,2,0.05
35,Emotional,all,2,0.05
36,Emotional,all,2,0.0952380952380952
37,Emotional,all,2,0.15
38,Emotional,all,2,0
39,Emotional,all,2,0
40,Emotional,all,2,0.0952380952380952
41,Emotional,all,2,0.1
42,Emotional,all,2,0.05
43,Emotional,all,2,0.105263157894737
44,Emotional,all,2,0.05
45,Emotional,all,2,0.2
46,Emotional,all,2,0.157894736842105
47,Emotional,all,2,0.25
48,Emotional,all,2,0
49,Emotional,all,2,0.15
50,Emotional,all,2,0
51,Emotional,all,2,0.263157894736842
52,Emotional,all,2,0.157894736842105
53,Emotional,all,2,0.25
54,Emotional,all,2,0.1
55,Emotional,all,2,0.05
56,Emotional,all,2,0.15
57,Emotional,all,2,0.05
58,Emotional,all,2,0
59,Emotional,all,2,0
60,Emotional,all,2,0.105263157894737
61,Emotional,all,2,0.05
62,Emotional,all,2,0.05
63,Emotional,all,2,0
64,Emotional,all,2,0.105263157894737
65,Emotional,all,2,0.111111111111111
66,Emotional,all,2,0.05
67,Emotional,all,2,0.1
68,Emotional,all,2,0.0526315789473684
69,Emotional,all,2,0.2
70,Emotional,all,2,0.1
71,Emotional,all,2,0.1
72,Emotional,all,2,0.2
73,Emotional,all,2,0.15
74,Emotional,all,2,0.05
75,Emotional,all,2,0.3
4,Emotional,all,3,0.05
5,Emotional,all,3,0.05
6,Emotional,all,3,0.15
7,Emotional,all,3,0.0526315789473684
9,Emotional,all,3,0.15
10,Emotional,all,3,0.15
11,Emotional,all,3,0.1
12,Emotional,all,3,0.15
14,Emotional,all,3,0.15
15,Emotional,all,3,0.05
16,Emotional,all,3,0.1
17,Emotional,all,3,0.1
18,Emotional,all,3,0
19,Emotional,all,3,0.05
20,Emotional,all,3,0.1
21,Emotional,all,3,0.1
22,Emotional,all,3,0.05
23,Emotional,all,3,0
24,Emotional,all,3,0.05
25,Emotional,all,3,0.15
26,Emotional,all,3,0.05
27,Emotional,all,3,0
28,Emotional,all,3,0.1
29,Emotional,all,3,0
30,Emotional,all,3,0.05
31,Emotional,all,3,0.1
32,Emotional,all,3,0.1
33,Emotional,all,3,0.1
34,Emotional,all,3,0.2
35,Emotional,all,3,0.05
36,Emotional,all,3,0.0476190476190476
37,Emotional,all,3,0
38,Emotional,all,3,0.1
39,Emotional,all,3,0
40,Emotional,all,3,0.0952380952380952
41,Emotional,all,3,0.05
42,Emotional,all,3,0.05
43,Emotional,all,3,0.0526315789473684
44,Emotional,all,3,0.15
45,Emotional,all,3,0.1
46,Emotional,all,3,0
47,Emotional,all,3,0.15
48,Emotional,all,3,0.05
49,Emotional,all,3,0.1
50,Emotional,all,3,0.1
51,Emotional,all,3,0.0526315789473684
52,Emotional,all,3,0.0526315789473684
53,Emotional,all,3,0.05
54,Emotional,all,3,0.15
55,Emotional,all,3,0
56,Emotional,all,3,0.2
57,Emotional,all,3,0.05
58,Emotional,all,3,0.1
59,Emotional,all,3,0.05
60,Emotional,all,3,0.105263157894737
61,Emotional,all,3,0.05
62,Emotional,all,3,0.1
63,Emotional,all,3,0.0526315789473684
64,Emotional,all,3,0.157894736842105
65,Emotional,all,3,0.111111111111111
66,Emotional,all,3,0
67,Emotional,all,3,0
68,Emotional,all,3,0
69,Emotional,all,3,0.05
70,Emotional,all,3,0.1
71,Emotional,all,3,0.15
72,Emotional,all,3,0.05
73,Emotional,all,3,0.05
74,Emotional,all,3,0.25
75,Emotional,all,3,0.05
4,Emotional,all,4,0
5,Emotional,all,4,0
6,Emotional,all,4,0
7,Emotional,all,4,0.105263157894737
9,Emotional,all,4,0
10,Emotional,all,4,0
11,Emotional,all,4,0.2
12,Emotional,all,4,0.05
14,Emotional,all,4,0.1
15,Emotional,all,4,0
16,Emotional,all,4,0
17,Emotional,all,4,0.15
18,Emotional,all,4,0.05
19,Emotional,all,4,0.05
20,Emotional,all,4,0
21,Emotional,all,4,0
22,Emotional,all,4,0
23,Emotional,all,4,0
24,Emotional,all,4,0.05
25,Emotional,all,4,0.1
26,Emotional,all,4,0.1
27,Emotional,all,4,0.1
28,Emotional,all,4,0.05
29,Emotional,all,4,0.05
30,Emotional,all,4,0
31,Emotional,all,4,0
32,Emotional,all,4,0.15
33,Emotional,all,4,0.15
34,Emotional,all,4,0.05
35,Emotional,all,4,0.05
36,Emotional,all,4,0.0952380952380952
37,Emotional,all,4,0.05
38,Emotional,all,4,0
39,Emotional,all,4,0.2
40,Emotional,all,4,0.0476190476190476
41,Emotional,all,4,0
42,Emotional,all,4,0.05
43,Emotional,all,4,0.105263157894737
44,Emotional,all,4,0
45,Emotional,all,4,0
46,Emotional,all,4,0.0526315789473684
47,Emotional,all,4,0
48,Emotional,all,4,0
49,Emotional,all,4,0.05
50,Emotional,all,4,0.05
51,Emotional,all,4,0
52,Emotional,all,4,0.0526315789473684
53,Emotional,all,4,0.05
54,Emotional,all,4,0.05
55,Emotional,all,4,0.05
56,Emotional,all,4,0.05
57,Emotional,all,4,0
58,Emotional,all,4,0
59,Emotional,all,4,0
60,Emotional,all,4,0
61,Emotional,all,4,0.1
62,Emotional,all,4,0.05
63,Emotional,all,4,0.157894736842105
64,Emotional,all,4,0.0526315789473684
65,Emotional,all,4,0.222222222222222
66,Emotional,all,4,0.1
67,Emotional,all,4,0.05
68,Emotional,all,4,0.157894736842105
69,Emotional,all,4,0.05
70,Emotional,all,4,0.05
71,Emotional,all,4,0.05
72,Emotional,all,4,0.1
73,Emotional,all,4,0.05
74,Emotional,all,4,0
75,Emotional,all,4,0.05
4,Emotional,all,5,0.05
5,Emotional,all,5,0.1
6,Emotional,all,5,0.05
7,Emotional,all,5,0
9,Emotional,all,5,0.05
10,Emotional,all,5,0
11,Emotional,all,5,0
12,Emotional,all,5,0.05
14,Emotional,all,5,0.05
15,Emotional,all,5,0
16,Emotional,all,5,0.05
17,Emotional,all,5,0
18,Emotional,all,5,0.05
19,Emotional,all,5,0.05
20,Emotional,all,5,0.1
21,Emotional,all,5,0.05
22,Emotional,all,5,0.05
23,Emotional,all,5,0
24,Emotional,all,5,0
25,Emotional,all,5,0.1
26,Emotional,all,5,0.05
27,Emotional,all,5,0.05
28,Emotional,all,5,0.1
29,Emotional,all,5,0
30,Emotional,all,5,0
31,Emotional,all,5,0.15
32,Emotional,all,5,0.1
33,Emotional,all,5,0
34,Emotional,all,5,0.05
35,Emotional,all,5,0.15
36,Emotional,all,5,0
37,Emotional,all,5,0.05
38,Emotional,all,5,0.05
39,Emotional,all,5,0
40,Emotional,all,5,0
41,Emotional,all,5,0.05
42,Emotional,all,5,0.05
43,Emotional,all,5,0
44,Emotional,all,5,0
45,Emotional,all,5,0.1
46,Emotional,all,5,0.0526315789473684
47,Emotional,all,5,0.1
48,Emotional,all,5,0
49,Emotional,all,5,0.05
50,Emotional,all,5,0.05
51,Emotional,all,5,0
52,Emotional,all,5,0
53,Emotional,all,5,0.15
54,Emotional,all,5,0.05
55,Emotional,all,5,0.05
56,Emotional,all,5,0.1
57,Emotional,all,5,0.15
58,Emotional,all,5,0
59,Emotional,all,5,0
60,Emotional,all,5,0.0526315789473684
61,Emotional,all,5,0.05
62,Emotional,all,5,0
63,Emotional,all,5,0.105263157894737
64,Emotional,all,5,0
65,Emotional,all,5,0
66,Emotional,all,5,0.05
67,Emotional,all,5,0.05
68,Emotional,all,5,0.0526315789473684
69,Emotional,all,5,0
70,Emotional,all,5,0
71,Emotional,all,5,0.05
72,Emotional,all,5,0.05
73,Emotional,all,5,0
74,Emotional,all,5,0.05
75,Emotional,all,5,0.1
4,Emotional,all,6,0.15
5,Emotional,all,6,0.05
6,Emotional,all,6,0.15
7,Emotional,all,6,0.105263157894737
9,Emotional,all,6,0.05
10,Emotional,all,6,0
11,Emotional,all,6,0
12,Emotional,all,6,0.05
14,Emotional,all,6,0.05
15,Emotional,all,6,0
16,Emotional,all,6,0.05
17,Emotional,all,6,0.05
18,Emotional,all,6,0
19,Emotional,all,6,0.1
20,Emotional,all,6,0.05
21,Emotional,all,6,0.05
22,Emotional,all,6,0
23,Emotional,all,6,0.05
24,Emotional,all,6,0
25,Emotional,all,6,0.1
26,Emotional,all,6,0.05
27,Emotional,all,6,0.05
28,Emotional,all,6,0.1
29,Emotional,all,6,0.05
30,Emotional,all,6,0.15
31,Emotional,all,6,0.05
32,Emotional,all,6,0.05
33,Emotional,all,6,0.05
34,Emotional,all,6,0.05
35,Emotional,all,6,0.05
36,Emotional,all,6,0.0476190476190476
37,Emotional,all,6,0
38,Emotional,all,6,0.05
39,Emotional,all,6,0.1
40,Emotional,all,6,0.0476190476190476
41,Emotional,all,6,0
42,Emotional,all,6,0.05
43,Emotional,all,6,0.0526315789473684
44,Emotional,all,6,0.05
45,Emotional,all,6,0
46,Emotional,all,6,0.0526315789473684
47,Emotional,all,6,0
48,Emotional,all,6,0
49,Emotional,all,6,0
50,Emotional,all,6,0.05
51,Emotional,all,6,0.0526315789473684
52,Emotional,all,6,0.0526315789473684
53,Emotional,all,6,0.05
54,Emotional,all,6,0.05
55,Emotional,all,6,0.05
56,Emotional,all,6,0.1
57,Emotional,all,6,0.05
58,Emotional,all,6,0.15
59,Emotional,all,6,0
60,Emotional,all,6,0
61,Emotional,all,6,0
62,Emotional,all,6,0
63,Emotional,all,6,0.105263157894737
64,Emotional,all,6,0
65,Emotional,all,6,0
66,Emotional,all,6,0.1
67,Emotional,all,6,0
68,Emotional,all,6,0
69,Emotional,all,6,0.1
70,Emotional,all,6,0
71,Emotional,all,6,0
72,Emotional,all,6,0.05
73,Emotional,all,6,0.1
74,Emotional,all,6,0.05
75,Emotional,all,6,0.05
4,Emotional,all,7,0
5,Emotional,all,7,0.05
6,Emotional,all,7,0.05
7,Emotional,all,7,0
9,Emotional,all,7,0.05
10,Emotional,all,7,0.05
11,Emotional,all,7,0
12,Emotional,all,7,0
14,Emotional,all,7,0
15,Emotional,all,7,0
16,Emotional,all,7,0
17,Emotional,all,7,0.1
18,Emotional,all,7,0.1
19,Emotional,all,7,0
20,Emotional,all,7,0.1
21,Emotional,all,7,0
22,Emotional,all,7,0
23,Emotional,all,7,0
24,Emotional,all,7,0.05
25,Emotional,all,7,0
26,Emotional,all,7,0.1
27,Emotional,all,7,0.05
28,Emotional,all,7,0.15
29,Emotional,all,7,0
30,Emotional,all,7,0
31,Emotional,all,7,0.05
32,Emotional,all,7,0.05
33,Emotional,all,7,0.05
34,Emotional,all,7,0.05
35,Emotional,all,7,0.05
36,Emotional,all,7,0.142857142857143
37,Emotional,all,7,0.1
38,Emotional,all,7,0.05
39,Emotional,all,7,0
40,Emotional,all,7,0.0952380952380952
41,Emotional,all,7,0.25
42,Emotional,all,7,0.05
43,Emotional,all,7,0.0526315789473684
44,Emotional,all,7,0.1
45,Emotional,all,7,0
46,Emotional,all,7,0.0526315789473684
47,Emotional,all,7,0.15
48,Emotional,all,7,0.05
49,Emotional,all,7,0
50,Emotional,all,7,0.1
51,Emotional,all,7,0.105263157894737
52,Emotional,all,7,0.157894736842105
53,Emotional,all,7,0
54,Emotional,all,7,0.1
55,Emotional,all,7,0.05
56,Emotional,all,7,0.05
57,Emotional,all,7,0
58,Emotional,all,7,0.1
59,Emotional,all,7,0.05
60,Emotional,all,7,0.0526315789473684
61,Emotional,all,7,0
62,Emotional,all,7,0
63,Emotional,all,7,0
64,Emotional,all,7,0.0526315789473684
65,Emotional,all,7,0
66,Emotional,all,7,0.05
67,Emotional,all,7,0
68,Emotional,all,7,0.0526315789473684
69,Emotional,all,7,0.1
70,Emotional,all,7,0.1
71,Emotional,all,7,0.1
72,Emotional,all,7,0
73,Emotional,all,7,0.05
74,Emotional,all,7,0
75,Emotional,all,7,0.05
4,Emotional,all,8,0.05
5,Emotional,all,8,0.1
6,Emotional,all,8,0.05
7,Emotional,all,8,0
9,Emotional,all,8,0.05
10,Emotional,all,8,0.05
11,Emotional,all,8,0
12,Emotional,all,8,0
14,Emotional,all,8,0
15,Emotional,all,8,0.05
16,Emotional,all,8,0
17,Emotional,all,8,0.05
18,Emotional,all,8,0
19,Emotional,all,8,0.05
20,Emotional,all,8,0.05
21,Emotional,all,8,0.05
22,Emotional,all,8,0
23,Emotional,all,8,0
24,Emotional,all,8,0.05
25,Emotional,all,8,0.1
26,Emotional,all,8,0.05
27,Emotional,all,8,0.1
28,Emotional,all,8,0.1
29,Emotional,all,8,0.05
30,Emotional,all,8,0
31,Emotional,all,8,0.05
32,Emotional,all,8,0.1
33,Emotional,all,8,0.15
34,Emotional,all,8,0.1
35,Emotional,all,8,0
36,Emotional,all,8,0.0476190476190476
37,Emotional,all,8,0.05
38,Emotional,all,8,0
39,Emotional,all,8,0.05
40,Emotional,all,8,0.0952380952380952
41,Emotional,all,8,0.15
42,Emotional,all,8,0
43,Emotional,all,8,0
44,Emotional,all,8,0
45,Emotional,all,8,0
46,Emotional,all,8,0
47,Emotional,all,8,0.05
48,Emotional,all,8,0.05
49,Emotional,all,8,0.05
50,Emotional,all,8,0.05
51,Emotional,all,8,0
52,Emotional,all,8,0
53,Emotional,all,8,0.1
54,Emotional,all,8,0.05
55,Emotional,all,8,0
56,Emotional,all,8,0
57,Emotional,all,8,0.05
58,Emotional,all,8,0
59,Emotional,all,8,0.05
60,Emotional,all,8,0.0526315789473684
61,Emotional,all,8,0.05
62,Emotional,all,8,0.1
63,Emotional,all,8,0
64,Emotional,all,8,0.105263157894737
65,Emotional,all,8,0
66,Emotional,all,8,0.15
67,Emotional,all,8,0.1
68,Emotional,all,8,0
69,Emotional,all,8,0
70,Emotional,all,8,0
71,Emotional,all,8,0.1
72,Emotional,all,8,0.15
73,Emotional,all,8,0.05
74,Emotional,all,8,0.05
75,Emotional,all,8,0
4,Emotional,all,9,0
5,Emotional,all,9,0.05
6,Emotional,all,9,0
7,Emotional,all,9,0
9,Emotional,all,9,0.05
10,Emotional,all,9,0
11,Emotional,all,9,0
12,Emotional,all,9,0
14,Emotional,all,9,0.05
15,Emotional,all,9,0
16,Emotional,all,9,0
17,Emotional,all,9,0.05
18,Emotional,all,9,0.05
19,Emotional,all,9,0.05
20,Emotional,all,9,0.1
21,Emotional,all,9,0.05
22,Emotional,all,9,0
23,Emotional,all,9,0.05
24,Emotional,all,9,0
25,Emotional,all,9,0
26,Emotional,all,9,0
27,Emotional,all,9,0
28,Emotional,all,9,0.05
29,Emotional,all,9,0.15
30,Emotional,all,9,0
31,Emotional,all,9,0
32,Emotional,all,9,0.15
33,Emotional,all,9,0.05
34,Emotional,all,9,0
35,Emotional,all,9,0.05
36,Emotional,all,9,0.0952380952380952
37,Emotional,all,9,0.05
38,Emotional,all,9,0.05
39,Emotional,all,9,0.05
40,Emotional,all,9,0
41,Emotional,all,9,0.1
42,Emotional,all,9,0
43,Emotional,all,9,0.0526315789473684
44,Emotional,all,9,0
45,Emotional,all,9,0
46,Emotional,all,9,0.0526315789473684
47,Emotional,all,9,0
48,Emotional,all,9,0.1
49,Emotional,all,9,0.15
50,Emotional,all,9,0.05
51,Emotional,all,9,0
52,Emotional,all,9,0
53,Emotional,all,9,0
54,Emotional,all,9,0
55,Emotional,all,9,0
56,Emotional,all,9,0
57,Emotional,all,9,0.05
58,Emotional,all,9,0
59,Emotional,all,9,0
60,Emotional,all,9,0.105263157894737
61,Emotional,all,9,0
62,Emotional,all,9,0
63,Emotional,all,9,0.0526315789473684
64,Emotional,all,9,0
65,Emotional,all,9,0.0555555555555556
66,Emotional,all,9,0.05
67,Emotional,all,9,0.1
68,Emotional,all,9,0.0526315789473684
69,Emotional,all,9,0
70,Emotional,all,9,0.05
71,Emotional,all,9,0.05
72,Emotional,all,9,0.05
73,Emotional,all,9,0
74,Emotional,all,9,0.1
75,Emotional,all,9,0.1
4,Emotional,all,10,0
5,Emotional,all,10,0.05
6,Emotional,all,10,0.1
7,Emotional,all,10,0.105263157894737
9,Emotional,all,10,0
10,Emotional,all,10,0.1
11,Emotional,all,10,0.05
12,Emotional,all,10,0
14,Emotional,all,10,0
15,Emotional,all,10,0.1
16,Emotional,all,10,0
17,Emotional,all,10,0.05
18,Emotional,all,10,0.1
19,Emotional,all,10,0.1
20,Emotional,all,10,0.05
21,Emotional,all,10,0.15
22,Emotional,all,10,0
23,Emotional,all,10,0
24,Emotional,all,10,0
25,Emotional,all,10,0
26,Emotional,all,10,0
27,Emotional,all,10,0
28,Emotional,all,10,0
29,Emotional,all,10,0.05
30,Emotional,all,10,0.05
31,Emotional,all,10,0
32,Emotional,all,10,0
33,Emotional,all,10,0
34,Emotional,all,10,0
35,Emotional,all,10,0.05
36,Emotional,all,10,0
37,Emotional,all,10,0
38,Emotional,all,10,0.15
39,Emotional,all,10,0.05
40,Emotional,all,10,0
41,Emotional,all,10,0
42,Emotional,all,10,0.05
43,Emotional,all,10,0.0526315789473684
44,Emotional,all,10,0.05
45,Emotional,all,10,0.15
46,Emotional,all,10,0
47,Emotional,all,10,0.1
48,Emotional,all,10,0
49,Emotional,all,10,0.05
50,Emotional,all,10,0.1
51,Emotional,all,10,0.0526315789473684
52,Emotional,all,10,0
53,Emotional,all,10,0
54,Emotional,all,10,0.05
55,Emotional,all,10,0.1
56,Emotional,all,10,0
57,Emotional,all,10,0.1
58,Emotional,all,10,0.05
59,Emotional,all,10,0.05
60,Emotional,all,10,0.105263157894737
61,Emotional,all,10,0.2
62,Emotional,all,10,0
63,Emotional,all,10,0.0526315789473684
64,Emotional,all,10,0.105263157894737
65,Emotional,all,10,0
