"","CRPall$CRP"
"1247",0.0833333333333333
"1248",0.106796116504854
"1249",0.0804597701149425
"1250",0.151515151515152
"1251",0.0609756097560976
"1252",0.0804597701149425
"1253",0.07
"1254",0.112244897959184
"1255",0.046875
"1256",0.0714285714285714
"1257",0.0821917808219178
"1258",0.111111111111111
"1259",0.183333333333333
"1260",0.0851063829787234
"1261",0.0980392156862745
"1262",0.117647058823529
"1263",0.104477611940299
"1264",0.0958904109589041
"1265",0.0972222222222222
"1266",0.140845070422535
"1267",0.0869565217391304
"1268",0.13953488372093
"1269",0.136363636363636
"1270",0.1
"1271",0.0256410256410256
"1272",0.109756097560976
"1273",0.103448275862069
"1274",0.121951219512195
"1275",0.126760563380282
"1276",0.131578947368421
"1277",0.0754716981132075
"1278",0.0869565217391304
"1279",0.0615384615384615
"1280",0.186440677966102
"1281",0.0410958904109589
"1282",0.0517241379310345
"1283",0.153846153846154
"1284",0.0943396226415094
"1285",0.0869565217391304
"1286",0.0253164556962025
"1287",0.051948051948052
"1288",0.0338983050847458
"1289",0.10989010989011
"1290",0.0824742268041237
"1291",0.051948051948052
"1292",0.106666666666667
"1293",0.137931034482759
"1294",0.03125
"1295",0.0879120879120879
"1296",0.10958904109589
"1297",0.120481927710843
"1298",0.115384615384615
"1299",0.0506329113924051
"1300",0.0909090909090909
"1301",0.0441176470588235
"1302",0.0666666666666667
"1303",0.104477611940299
"1304",0.146666666666667
"1305",0.104477611940299
"1306",0.0674157303370786
"1307",0.14
"1308",0.0933333333333333
"1309",0.115384615384615
"1310",0.0649350649350649
"1311",0.135135135135135
"1312",0.0377358490566038
"1313",0.0677966101694915
"1314",0.038961038961039
"1315",0.116666666666667
"1316",0.141025641025641
"1317",0.0655737704918033
"1318",0.0860215053763441
"1319",0.102564102564103
"1320",0.123595505617978
"1321",0.0694444444444444
"1322",0.0823529411764706
"1323",0.153061224489796
"1324",0.10377358490566
"1325",0.109375
"1326",0.149253731343284
"1327",0.0759493670886076
"1328",0.132075471698113
"1329",0.0566037735849057
"1330",0.0602409638554217
"1331",0.153846153846154
"1332",0.0677966101694915
"1333",0.102941176470588
"1334",0.0746268656716418
"1335",0.0655737704918033
"1336",0.0806451612903226
"1337",0.0875
"1338",0.102564102564103
"1339",0.0952380952380952
"1340",0.0958904109589041
"1341",0.0405405405405405
"1342",0.0657894736842105
"1343",0.0740740740740741
"1344",0.0694444444444444
"1345",0.107692307692308
"1346",0.0579710144927536
"1347",0.103092783505155
"1348",0.08
"1349",0.0819672131147541
"1350",0.037037037037037
"1351",0.078125
"1352",0.0806451612903226
"1353",0.0161290322580645
"1354",0.06
"1355",0.0806451612903226
"1356",0.116883116883117
"1357",0.0833333333333333
"1358",0.105263157894737
"1359",0.106666666666667
"1360",0.0795454545454545
"1361",0.0606060606060606
"1362",0.114754098360656
"1363",0.0943396226415094
"1364",0.046875
"1365",0.0444444444444444
"1366",0.0869565217391304
"1367",0.125
"1368",0.142857142857143
"1369",0.0821917808219178
"1370",0.06
"1371",0.0833333333333333
"1372",0.0983606557377049
"1373",0.0833333333333333
"1374",0.0945945945945946
"1375",0.0483870967741935
"1376",0.120481927710843
"1377",0.0555555555555556
"1378",0.0597014925373134
"1379",0.0704225352112676
"1380",0.0588235294117647
"1381",0.0909090909090909
"1382",0.0909090909090909
"1383",0.105263157894737
"1384",0.0555555555555556
"1385",0.0350877192982456
"1386",0.15625
"1387",0.0689655172413793
"1388",0.0574712643678161
"1389",0.038961038961039
"1390",0.075
"1391",0.104477611940299
"1392",0.10126582278481
"1393",0.0459770114942529
"1394",0.0941176470588235
"1395",0.0689655172413793
"1396",0.0847457627118644
"1397",0.0869565217391304
"1398",0.0576923076923077
"1399",0.08
"1400",0.0975609756097561
