"","fig4res"
"318",-0.0435185185185184
"319",-0.293518518518518
"320",-0.293518518518518
"321",-0.0435185185185184
"322",0.706481481481482
"323",-0.0435185185185184
"324",0.373148148148149
"325",-0.0435185185185184
"326",0.0731481481481486
"327",-0.293518518518518
"328",0.206481481481482
"329",-0.293518518518518
"330",0.706481481481482
"331",-0.0935185185185184
"333",0.206481481481482
"334",-0.0435185185185184
"335",-0.293518518518518
"336",-0.293518518518518
"337",-0.293518518518518
"338",-0.293518518518518
"339",-0.226851851851852
"340",-0.168518518518518
"341",0.00648148148148159
"342",0.373148148148149
"343",-0.293518518518518
"344",-0.0435185185185184
"345",-0.293518518518518
"346",-0.293518518518518
"347",-0.293518518518518
"348",0.206481481481482
"350",0.206481481481482
"352",-0.479005167958657
"354",-0.145671834625324
"355",-0.145671834625324
"357",-0.145671834625324
"358",-0.145671834625324
"359",0.520994832041343
"360",-0.229005167958657
"361",0.520994832041343
"363",0.520994832041343
"364",0.0209948320413429
"366",0.520994832041343
"367",-0.479005167958657
"368",0.0209948320413429
"369",0.0209948320413429
"370",0.0209948320413429
"371",0.520994832041343
"372",-0.229005167958657
"373",-0.145671834625324
"375",0.520994832041343
"376",0.270994832041343
"378",0.520994832041343
"379",0.0209948320413429
"380",-0.229005167958657
"382",0.270994832041343
"383",-0.229005167958657
"384",0.0209948320413429
"385",0.145994832041343
"389",0.520994832041343
"390",0.0209948320413429
"394",-0.256782945736435
"396",-0.479005167958657
"397",0.270994832041343
"399",-0.479005167958657
"402",-0.479005167958657
"405",0.520994832041343
"409",-0.479005167958657
"410",-0.479005167958657
"412",-0.479005167958657
"413",-0.479005167958657
"414",-0.145671834625324
"418",0.520994832041343
"419",0.520994832041343
"420",-0.479005167958657
"421",0.225423728813559
"422",-0.107909604519774
"423",0.225423728813559
"424",-0.274576271186441
"426",-0.274576271186441
"427",-0.107909604519774
"428",-0.107909604519774
"429",-0.274576271186441
"430",-0.149576271186441
"431",-0.274576271186441
"432",-0.274576271186441
"433",-0.274576271186441
"434",-0.0245762711864406
"436",-0.174576271186441
"437",-0.107909604519774
"438",0.225423728813559
"439",-0.274576271186441
"440",-0.274576271186441
"441",-0.274576271186441
"442",0.225423728813559
"444",0.225423728813559
"446",0.0587570621468924
"447",0.0587570621468924
"448",-0.0245762711864406
"449",0.725423728813559
"451",-0.274576271186441
"452",-0.149576271186441
"454",0.0587570621468924
"455",0.225423728813559
"456",-0.0745762711864406
"457",-0.0245762711864406
"458",-0.274576271186441
"459",0.725423728813559
"460",-0.274576271186441
"461",0.125423728813559
"462",-0.0745762711864406
"463",-0.274576271186441
"465",-0.274576271186441
"466",0.0587570621468924
"467",0.225423728813559
"468",-0.274576271186441
"469",-0.107909604519774
"470",-0.274576271186441
"471",-0.274576271186441
"472",-0.0745762711864406
"473",0.225423728813559
"474",-0.149576271186441
"476",0.725423728813559
"477",0.0587570621468924
"478",0.225423728813559
"479",0.725423728813559
"480",-0.274576271186441
"481",0.725423728813559
"482",-0.0245762711864406
"483",-0.274576271186441
"484",-0.149576271186441
"487",0.0587570621468924
"488",0.725423728813559
"490",-0.00790960451977363
"491",0.0724392361111109
"492",0.405772569444445
"494",-0.260894097222222
"495",-0.160894097222222
"496",-0.135894097222222
"497",0.0724392361111109
"498",0.139105902777778
"499",-0.260894097222222
"500",-0.260894097222222
"501",-0.260894097222222
"502",0.405772569444445
"503",-0.0108940972222221
"504",0.739105902777778
"505",-0.0608940972222221
"506",0.239105902777778
"507",-0.260894097222222
"508",-0.260894097222222
"509",0.114105902777778
"510",-0.0386718750000001
"512",-0.160894097222222
"513",-0.260894097222222
"514",0.239105902777778
"515",-0.260894097222222
"516",-0.260894097222222
"517",0.405772569444445
"518",-0.0108940972222221
"519",-0.260894097222222
"520",-0.135894097222222
"521",-0.0942274305555551
"522",0.139105902777778
"524",-0.0108940972222221
"525",-0.260894097222222
"527",-0.0608940972222221
"528",0.139105902777778
"530",-0.260894097222222
"531",-0.0108940972222221
"532",-0.260894097222222
"533",-0.260894097222222
"534",-0.0942274305555551
"535",0.0724392361111109
"536",-0.260894097222222
"537",-0.0108940972222221
"538",0.239105902777778
"539",0.739105902777778
"540",0.239105902777778
"541",-0.0942274305555551
"542",0.739105902777778
"543",-0.260894097222222
"544",-0.260894097222222
"545",0.239105902777778
"546",-0.260894097222222
"547",-0.0108940972222221
"548",-0.135894097222222
"549",0.239105902777778
"550",0.0724392361111109
"551",0.239105902777778
"552",0.0391059027777779
"553",0.0724392361111109
"554",-0.135894097222222
"555",-0.0108940972222221
"556",0.239105902777778
"557",0.0724392361111109
"558",-0.0108940972222221
"560",-0.260894097222222
"561",-0.0431592039800995
"563",-0.168159203980099
"564",0.206840796019901
"565",0.0318407960199005
"566",-0.00149253731343249
"567",-0.101492537313433
"568",-0.0514925373134325
"569",-0.168159203980099
"570",-0.118159203980099
"571",-0.0431592039800995
"572",-0.0681592039800995
"573",0.0401741293532335
"575",-0.168159203980099
"576",-0.168159203980099
"577",0.0818407960199005
"578",0.165174129353234
"579",-0.168159203980099
"580",0.0818407960199005
"581",-0.168159203980099
"582",0.165174129353234
"583",-0.0570480928689885
"584",-0.168159203980099
"585",0.665174129353234
"586",0.0651741293532335
"587",0.0318407960199005
"588",0.165174129353234
"589",-0.168159203980099
"590",0.109618573797679
"591",0.0818407960199005
"592",0.0818407960199005
"593",-0.168159203980099
"594",-0.168159203980099
"595",0.0401741293532335
"597",0.109618573797679
"598",0.498507462686567
"599",-0.00149253731343249
"600",-0.168159203980099
"601",-0.0431592039800995
"602",-0.168159203980099
"603",-0.168159203980099
"604",-0.168159203980099
"605",-0.168159203980099
"606",-0.168159203980099
"607",-0.168159203980099
"608",0.206840796019901
"609",0.165174129353234
"610",0.206840796019901
"611",0.206840796019901
"612",-0.168159203980099
"613",0.331840796019901
"614",-0.168159203980099
"615",-0.168159203980099
"616",-0.168159203980099
"617",-0.168159203980099
"618",0.0318407960199005
"619",-0.168159203980099
"620",0.0818407960199005
"621",0.165174129353234
"622",-0.168159203980099
"623",-0.168159203980099
"624",-0.0681592039800995
"625",0.498507462686567
"626",-0.168159203980099
"627",-0.0431592039800995
"628",0.331840796019901
"629",0.331840796019901
"630",-0.168159203980099
"631",-0.185026041666667
"632",0.314973958333333
"633",-0.185026041666667
"635",-0.185026041666667
"636",0.114973958333333
"637",-0.0850260416666665
"638",0.0649739583333335
"639",-0.0600260416666665
"640",-0.185026041666667
"641",-0.0850260416666665
"642",-0.101692708333333
"643",-0.0183593749999995
"644",0.314973958333333
"645",0.314973958333333
"646",-0.0183593749999995
"647",0.189973958333333
"648",-0.185026041666667
"649",0.314973958333333
"651",0.0649739583333335
"652",-0.0850260416666665
"653",0.314973958333333
"654",-0.185026041666667
"655",-0.185026041666667
"656",0.0149739583333335
"657",-0.118359375
"658",-0.185026041666667
"659",-0.0600260416666665
"660",-0.0350260416666665
"661",-0.101692708333333
"662",0.114973958333333
"664",0.214973958333333
"665",-0.185026041666667
"667",0.0149739583333335
"668",0.148307291666666
"669",0.214973958333333
"670",0.439973958333333
"671",-0.0600260416666665
"672",-0.185026041666667
"673",-0.185026041666667
"674",-0.185026041666667
"675",0.0149739583333335
"676",0.0149739583333335
"677",-0.185026041666667
"678",-0.185026041666667
"679",-0.0516927083333335
"680",-0.185026041666667
"681",0.314973958333333
"683",-0.185026041666667
"684",-0.185026041666667
"685",0.814973958333334
"686",0.481640625
"687",0.0149739583333335
"688",0.0816406250000005
"689",0.114973958333333
"690",-0.0850260416666665
"691",-0.185026041666667
"692",-0.185026041666667
"693",-0.0850260416666665
"694",-0.0350260416666665
"695",-0.185026041666667
"696",-0.185026041666667
"697",0.314973958333333
"698",-0.185026041666667
"700",-0.185026041666667
"703",-0.440025252525245
"704",-0.440025252525245
"706",-0.440025252525245
"707",0.559974747474755
"708",0.0599747474747548
"709",-0.315025252525245
"710",-0.106691919191912
"713",-0.440025252525245
"718",-0.440025252525245
"719",-0.217803030303023
"720",-0.440025252525245
"721",0.0599747474747548
"722",0.226641414141422
"723",-0.440025252525245
"724",0.309974747474755
"726",0.226641414141422
"727",-0.440025252525245
"729",0.226641414141422
"730",0.559974747474755
"731",-0.440025252525245
"732",0.559974747474755
"733",-0.106691919191912
"734",0.559974747474755
"735",0.559974747474755
"736",0.0599747474747548
"737",-0.440025252525245
"738",0.559974747474755
"739",0.559974747474755
"740",0.559974747474755
"741",-0.440025252525245
"742",-0.315025252525245
"744",0.0599747474747548
"745",-0.440025252525245
"747",0.559974747474755
"749",-0.440025252525245
"752",0.559974747474755
"755",0.309974747474755
"759",0.559974747474755
"760",0.0599747474747548
"762",0.559974747474755
"763",-0.217803030303023
"764",-0.440025252525245
"766",-0.440025252525245
"768",-0.440025252525245
"771",0.168553459119497
"772",-0.0814465408805033
"773",-0.331446540880503
"774",-0.0814465408805033
"775",-0.331446540880503
"776",-0.331446540880503
"777",-0.331446540880503
"779",-0.331446540880503
"780",0.668553459119497
"782",-0.331446540880503
"784",-0.331446540880503
"786",-0.331446540880503
"787",-0.0814465408805033
"788",0.168553459119497
"789",0.00188679245282963
"790",0.668553459119497
"791",0.168553459119497
"792",-0.0814465408805033
"794",-0.331446540880503
"796",0.668553459119497
"797",-0.331446540880503
"798",-0.164779874213836
"799",0.00188679245282963
"800",-0.0814465408805033
"801",-0.331446540880503
"802",0.168553459119497
"803",-0.331446540880503
"804",-0.164779874213836
"805",0.668553459119497
"806",0.168553459119497
"807",0.168553459119497
"808",-0.331446540880503
"810",0.668553459119497
"811",0.00188679245282963
"812",-0.331446540880503
"814",0.00188679245282963
"815",0.00188679245282963
"816",-0.0814465408805033
"817",0.00188679245282963
"818",-0.331446540880503
"819",-0.331446540880503
"821",0.668553459119497
"823",0.668553459119497
"824",0.168553459119497
"825",-0.331446540880503
"828",-0.331446540880503
"829",-0.264779874213837
"832",0.668553459119497
"833",0.168553459119497
"834",0.335220125786164
"836",-0.331446540880503
"837",0.668553459119497
"838",-0.331446540880503
"841",-0.314695340501792
"842",0.0186379928315406
"843",-0.0146953405017924
"844",-0.314695340501792
"845",0.185304659498208
"846",-0.314695340501792
"847",-0.314695340501792
"849",-0.314695340501792
"850",-0.0646953405017924
"851",-0.314695340501792
"852",-0.314695340501792
"853",-0.314695340501792
"854",-0.314695340501792
"855",0.685304659498208
"856",0.685304659498208
"858",0.351971326164875
"859",0.185304659498208
"860",0.685304659498208
"862",0.185304659498208
"864",-0.0646953405017924
"865",0.185304659498208
"866",0.185304659498208
"867",-0.314695340501792
"868",-0.148028673835125
"869",-0.0369175627240144
"870",0.185304659498208
"871",0.685304659498208
"872",0.518637992831541
"873",-0.314695340501792
"874",0.185304659498208
"875",-0.248028673835126
"876",-0.314695340501792
"878",-0.314695340501792
"879",0.0186379928315406
"880",-0.0646953405017924
"881",-0.0646953405017924
"882",0.0186379928315406
"884",0.0603046594982076
"885",-0.314695340501792
"886",-0.114695340501792
"887",-0.0646953405017924
"888",0.310304659498208
"889",0.0186379928315406
"890",-0.148028673835125
"891",-0.314695340501792
"893",0.685304659498208
"894",-0.0646953405017924
"895",-0.314695340501792
"896",-0.148028673835125
"897",0.185304659498208
"898",0.185304659498208
"899",-0.314695340501792
"900",0.185304659498208
"901",0.685304659498208
"902",-0.314695340501792
"903",-0.314695340501792
"904",0.435304659498208
"905",-0.314695340501792
"906",-0.314695340501792
"907",0.0186379928315406
"908",0.185304659498208
"910",-0.0646953405017924
"912",0.131200396825397
"913",-0.118799603174603
"914",0.631200396825397
"915",-0.368799603174603
"916",0.631200396825397
"917",0.631200396825397
"919",-0.168799603174603
"920",-0.368799603174603
"921",-0.368799603174603
"923",-0.0354662698412705
"924",0.256200396825397
"925",-0.0687996031746035
"927",0.631200396825397
"929",-0.368799603174603
"930",-0.168799603174603
"932",0.631200396825397
"933",0.131200396825397
"934",-0.268799603174603
"935",-0.202132936507936
"936",-0.368799603174603
"937",-0.118799603174603
"938",-0.368799603174603
"940",0.131200396825397
"941",0.381200396825397
"943",-0.368799603174603
"944",-0.168799603174603
"945",-0.243799603174603
"946",0.00620039682539653
"947",-0.118799603174603
"948",-0.118799603174603
"949",0.131200396825397
"950",-0.368799603174603
"952",-0.0354662698412705
"953",-0.368799603174603
"954",0.297867063492063
"955",0.256200396825397
"956",0.297867063492063
"957",0.46453373015873
"958",0.0756448412698405
"959",-0.118799603174603
"960",-0.368799603174603
"961",0.131200396825397
"962",-0.368799603174603
"963",0.631200396825397
"965",0.00620039682539653
"968",-0.368799603174603
"969",-0.368799603174603
"971",-0.368799603174603
"972",-0.0354662698412705
"973",0.631200396825397
"974",-0.118799603174603
"975",-0.368799603174603
"976",-0.368799603174603
"977",-0.368799603174603
"979",0.631200396825397
"980",0.631200396825397
"982",-0.310233918128656
"983",-0.0602339181286556
"985",-0.310233918128656
"986",0.0897660818713444
"987",-0.310233918128656
"988",0.689766081871344
"989",-0.310233918128656
"990",0.189766081871344
"991",0.689766081871344
"992",-0.0602339181286556
"994",-0.310233918128656
"995",-0.210233918128656
"996",-0.0602339181286556
"997",0.0230994152046773
"998",0.689766081871344
"999",-0.310233918128656
"1000",0.189766081871344
"1001",0.689766081871344
"1002",0.0230994152046773
"1003",-0.310233918128656
"1005",0.0230994152046773
"1006",-0.0602339181286556
"1007",0.689766081871344
"1008",-0.0602339181286556
"1009",-0.310233918128656
"1010",0.689766081871344
"1011",-0.101900584795323
"1012",-0.310233918128656
"1013",-0.310233918128656
"1014",-0.310233918128656
"1015",-0.143567251461989
"1016",-0.310233918128656
"1017",-0.310233918128656
"1018",0.0230994152046773
"1019",-0.310233918128656
"1020",-0.310233918128656
"1022",0.0230994152046773
"1023",-0.185233918128656
"1024",-0.310233918128656
"1025",-0.310233918128656
"1026",-0.143567251461989
"1028",0.689766081871344
"1029",0.356432748538011
"1030",-0.143567251461989
"1033",0.0230994152046773
"1034",-0.310233918128656
"1035",0.0230994152046773
"1036",0.0230994152046773
"1038",0.356432748538011
"1039",0.0230994152046773
"1042",-0.210233918128656
"1043",0.356432748538011
"1044",0.689766081871344
"1045",0.189766081871344
"1046",-0.310233918128656
"1048",-0.310233918128656
"1050",0.189766081871344
"1052",-0.0307407407407416
"1053",0.135925925925925
"1054",0.135925925925925
"1055",0.635925925925925
"1056",0.135925925925925
"1057",0.635925925925925
"1058",-0.364074074074075
"1059",0.135925925925925
"1060",-0.0307407407407416
"1061",0.135925925925925
"1063",-0.197407407407408
"1066",0.135925925925925
"1068",0.635925925925925
"1069",-0.364074074074075
"1070",-0.364074074074075
"1072",-0.197407407407408
"1073",0.135925925925925
"1074",0.135925925925925
"1077",0.135925925925925
"1078",0.635925925925925
"1079",-0.0307407407407416
"1081",0.135925925925925
"1082",-0.0307407407407416
"1083",-0.114074074074075
"1086",-0.0640740740740746
"1087",0.135925925925925
"1089",-0.364074074074075
"1090",-0.364074074074075
"1091",-0.364074074074075
"1092",-0.114074074074075
"1094",0.302592592592592
"1095",0.135925925925925
"1096",0.635925925925925
"1097",-0.364074074074075
"1099",0.135925925925925
"1105",-0.364074074074075
"1109",-0.364074074074075
"1110",-0.364074074074075
"1112",-0.364074074074075
"1113",-0.114074074074075
"1114",-0.364074074074075
"1115",-0.364074074074075
"1116",0.135925925925925
"1118",-0.364074074074075
"1120",0.635925925925925
"1122",-0.414052287581699
"1123",-0.0807189542483662
"1124",-0.164052287581699
"1125",-0.414052287581699
"1126",0.0859477124183008
"1127",-0.0140522875816991
"1128",-0.414052287581699
"1129",0.335947712418301
"1130",0.585947712418301
"1131",0.585947712418301
"1132",0.0859477124183008
"1133",-0.414052287581699
"1134",0.0859477124183008
"1136",-0.0807189542483662
"1137",0.0859477124183008
"1139",0.0859477124183008
"1142",-0.414052287581699
"1144",0.585947712418301
"1147",-0.164052287581699
"1148",-0.0390522875816992
"1149",-0.414052287581699
"1150",-0.0807189542483662
"1152",0.0859477124183008
"1153",-0.0807189542483662
"1154",0.252614379084968
"1155",-0.247385620915032
"1156",0.0859477124183008
"1157",-0.0807189542483662
"1158",0.0859477124183008
"1159",-0.414052287581699
"1160",0.252614379084968
"1161",-0.414052287581699
"1163",0.419281045751634
"1164",-0.164052287581699
"1165",0.0859477124183008
"1166",0.585947712418301
"1167",-0.164052287581699
"1169",-0.114052287581699
"1171",-0.414052287581699
"1173",-0.414052287581699
"1175",-0.0807189542483662
"1176",0.0859477124183008
"1177",-0.0807189542483662
"1178",0.585947712418301
"1179",-0.0390522875816992
"1180",0.585947712418301
"1182",0.585947712418301
"1184",-0.414052287581699
"1185",-0.414052287581699
"1188",0.585947712418301
"1190",-0.164052287581699
"1191",0.292796610169492
"1192",0.126129943502825
"1193",-0.373870056497175
"1194",0.626129943502825
"1195",-0.0405367231638422
"1196",0.126129943502825
"1197",-0.373870056497175
"1198",0.0261299435028248
"1199",0.126129943502825
"1200",0.626129943502825
"1201",0.626129943502825
"1202",0.626129943502825
"1203",0.626129943502825
"1204",0.626129943502825
"1205",-0.373870056497175
"1207",0.626129943502825
"1209",0.126129943502825
"1210",-0.373870056497175
"1213",-0.0405367231638422
"1214",-0.248870056497175
"1215",-0.373870056497175
"1216",-0.373870056497175
"1217",0.626129943502825
"1218",-0.373870056497175
"1219",-0.373870056497175
"1221",-0.373870056497175
"1222",-0.373870056497175
"1223",0.626129943502825
"1224",-0.373870056497175
"1225",-0.123870056497175
"1226",-0.0405367231638422
"1227",0.292796610169492
"1228",0.126129943502825
"1229",-0.373870056497175
"1230",-0.373870056497175
"1231",0.126129943502825
"1232",0.126129943502825
"1234",-0.373870056497175
"1235",0.626129943502825
"1236",-0.123870056497175
"1237",-0.373870056497175
"1238",-0.373870056497175
"1239",-0.173870056497175
"1240",-0.373870056497175
"1241",0.626129943502825
"1242",-0.373870056497175
"1244",-0.373870056497175
"1245",0.292796610169492
"1246",0.126129943502825
"1248",-0.373870056497175
"1249",0.292796610169492
"1250",-0.373870056497175
"1251",-0.373870056497175
"1252",0.292796610169492
"1254",-0.373870056497175
"1256",0.626129943502825
"1257",-0.373870056497175
"1258",0.126129943502825
"1260",-0.373870056497175
"1261",0.6
"1263",-0.4
"1264",-0.275
"1265",0.6
"1266",-0.4
"1267",-0.4
"1268",-0.0666666666666669
"1269",-0.275
"1270",0.266666666666667
"1271",0.1
"1272",0.6
"1273",0.35
"1274",-0.4
"1275",-0.275
"1277",-0.4
"1278",-0.2
"1279",0.1
"1280",0.1
"1282",-0.4
"1285",-0.0249999999999999
"1286",-0.233333333333333
"1287",0.6
"1290",-0.0666666666666669
"1291",-0.4
"1294",-0.4
"1295",-0.15
"1296",-0.4
"1297",0.1
"1298",-0.2
"1299",-0.4
"1300",0.1
"1301",0.6
"1302",-0.4
"1303",0.6
"1305",-0.4
"1306",-0.4
"1307",-0.4
"1308",-0.0666666666666669
"1309",1.66533453693773e-16
"1310",-0.0666666666666669
"1311",0.1
"1312",0.1
"1313",0.1
"1315",-0.4
"1317",0.6
"1318",0.1
"1319",0.6
"1320",0.6
"1321",0.6
"1322",-0.4
"1323",-0.4
"1324",-0.0666666666666669
"1325",0.6
"1326",0.6
"1327",0.1
"1328",-0.15
"1329",0.1
"1331",0.605398745519713
"1332",-0.0612679211469537
"1333",0.105398745519713
"1335",-0.00571236559139765
"1336",-0.0612679211469537
"1337",0.605398745519713
"1339",-0.394601254480287
"1340",-0.394601254480287
"1341",0.605398745519713
"1342",-0.0612679211469537
"1343",0.605398745519713
"1344",-0.0612679211469537
"1345",-0.207101254480287
"1346",0.605398745519713
"1347",-0.0196012544802867
"1348",-0.394601254480287
"1349",-0.0196012544802867
"1350",-0.394601254480287
"1351",-0.394601254480287
"1352",0.27206541218638
"1353",0.00539874551971337
"1354",-0.0946012544802867
"1355",-0.394601254480287
"1356",-0.144601254480287
"1357",0.355398745519713
"1358",-0.0612679211469537
"1359",-0.0196012544802867
"1360",-0.144601254480287
"1361",-0.0612679211469537
"1362",-0.0612679211469537
"1363",-0.144601254480287
"1364",-0.0612679211469537
"1365",-0.144601254480287
"1366",-0.194601254480287
"1367",0.605398745519713
"1368",-0.394601254480287
"1369",-0.144601254480287
"1370",-0.186267921146954
"1371",0.105398745519713
"1372",-0.394601254480287
"1373",0.105398745519713
"1374",-0.0612679211469537
"1375",-0.0196012544802867
"1376",-0.394601254480287
"1377",0.605398745519713
"1378",-0.394601254480287
"1379",-0.294601254480287
"1380",-0.22793458781362
"1383",-0.172379032258065
"1386",-0.144601254480287
"1387",0.27206541218638
"1388",-0.394601254480287
"1389",-0.0946012544802867
"1390",-0.394601254480287
"1391",0.605398745519713
"1392",-0.0612679211469537
"1393",-0.194601254480287
"1394",0.230398745519713
"1395",-0.144601254480287
"1396",0.605398745519713
"1397",0.605398745519713
"1400",0.605398745519713
